Procedure ID,HCPCS/CPT Code,Description,Gross Charge,Undiscounted Cash Price
71433,          ,TAP SURG OD7.3MM F/CNULA,2198,2198
71434,          ,TAP SURG CALBR 125X4.5MM,658,658
71435,          ,SET SPN TRGT NDL BVL TIP,1379,1379
71436,          ,TOOL DSCT LGND CYL 140X5,840,840
71437,          ,TOOL DISSECT A-2        ,683,683
71438,          ,TOOL DISSECT A-3        ,683,683
71439,          ,TOOL DSCT MDSRC 187X1.7 ,738,738
71440,          ,TOOL DSCT MDSRX TPR 3MM ,772,772
71441,          ,TOOL DISSECT B-2        ,683,683
71442,          ,TOOL DSCT LGND 23X25.4MM,499,499
71443,          ,TOOL DSCT MDSRC 6X7.9MM ,744,744
71444,          ,TOOL DSCT FLUT 86MM7.6MM,793,793
71446,          ,TOOL DSCT DMD FLUT25.4MM,840,840
71448,          ,PACK SURG TTL HIP LF    ,686,686
71450,          ,CUFF TRNQT LL 24IN REPR ,63,63
71451,          ,CUFF TRNQT L42IN ATS W/P,268,268
71452,          ,TRAP MCS 40ML SCR CAP   ,19,19
71453,          ,TRAY BIOPSY 16GAX100    ,233,233
71454,          ,CUFF TRNQT LL 18IN REPR ,63,63
71455,          ,TROCAR LAPSCP L100MM OD5,419,419
71456,          ,NCL TROCR DISP 18GA 20CM,153,153
71457,          ,TROCAR RGDFX STP SRG FEM,756,756
71458,          ,TROCAR LNG STEP SRG TIB ,824,824
71459,          ,TUBE ENDO MRPH C 9.0    ,17,17
71460,          ,TUBE BLKMR ADLT 20F     ,2324,2324
71461,          ,TUBE S SMP NG 10FR      ,14,14
71462,          ,TUBE TRACH RAE CUFF 8.5 ,56,56
71463,          ,TUBE LASER 6.0 ID       ,456,456
71464,          ,TUBE ET LSR 4MM         ,413,413
71465,          ,TUBE STOMCH KASLOW 12FR ,6,6
71466,          ,TUBE STOMCH KASLOW 16FR ,6,6
71467,          ,KIT GASTRIC LAVAGE PUMP ,172,172
71468,          ,TUBE ET NASL UNCF 5.0X21,32,32
71469,          ,TUBE ET NASL UNCF 5.5X23,32,32
71470,          ,TUBE ET NASL UNCF 6.0X25,32,32
71471,          ,TUBE TRACH RAE CUFF 7.5 ,56,56
71473,          ,TUBE TRACH RAE CUFF 7.0 ,54,54
71507,0C1725    ,CATH VLVPL.035IN 9F 85CM,3623,3623
71528,          ,STET ESO 12F W/TEMP     ,23,23
71534,0C1713    ,SCREW BN CORT 50X4.5    ,4385,4385
71564,          ,BLADE  AGGRESSIVE 4MM   ,954,954
71565,          ,CUTTER TOMCAT ANG 4MM   ,1006,1006
71571,          ,BUR HOOD ABRSN 3.0      ,954,954
71583,          ,RELOAD STAPLE TRT75     ,1364,1364
71587,          ,KIT ARTHSCP FX PSHLK 2.9,3187,3187
71589,0C1713    ,PLATE ANT CERV 77.5MM   ,11362,11362
71617,          ,BLADE  AGGRESSIVE +5.0MM,954,954
71618,          ,BLADE TOMCAT 375-545-000,954,954
72564,0C1725    ,BLNCUT DMD 4X4X120      ,1603,1603
72566,          ,BINDER ABD/SACRO SUPPORT,27,27
72576,          ,BIT DRILL MDN 5.0MM     ,1022,1022
72577,          ,BIT DRL FEM MDN 5.0     ,1235,1235
72578,          ,BIT DRL 5.5X600         ,1140,1140
72579,          ,BIT DRL CLBRT GMA300X5.5,1140,1140
72580,          ,BIT DRL TWIST 1.1X6     ,999,999
72581,          ,BIT DRL ACTRK DENSE     ,1382,1382
72582,          ,BIT DRL OD1.3 QFIX      ,846,846
72583,          ,BIT DRL BNE 2.0X150     ,1037,1037
72584,          ,BIT DRL CANN 4.5        ,1853,1853
72585,          ,BIT DRL 3X130           ,798,798
72586,          ,BIT DRL CNRSTN SET 11MM ,2718,2718
72588,          ,BIT DRL 2.7MM           ,686,686
72589,          ,DRILL TWIST 1.1X50      ,840,840
72590,          ,BIT DRLL BADGER 9X8     ,1044,1044
72591,          ,BIT DRL OD2.5 RVRS      ,1838,1838
72592,          ,BIT DRL TWST AO 87X2.5MM,693,693
72593,          ,BIT DRL 2.7X125         ,916,916
72594,          ,DRILL 12MM CANNULATED   ,2825,2825
72595,          ,BIT DRL TWST1.5X12      ,999,999
72596,          ,DRILL BIT 1.8 MM 317.861,499,499
72597,          ,BIT SRG DRL 200MM CLBRT ,1337,1337
72598,          ,BIT DRILL 5.0MM 3-FLUTED,1838,1838
72599,          ,BIT DRL TIB 4.2X100     ,1608,1608
72600,          ,DRL HUM 22553237        ,882,882
72601,          ,DRL PILT 22553332       ,978,978
72602,          ,BIT DRL 4.0 CALBR       ,1728,1728
72603,          ,BLADE SHVR PUR 2.9MM    ,506,506
72604,          ,BLDE XPLNT 66X10 SM     ,2486,2486
72606,          ,BLADE SAW 2K ASSTD      ,615,615
72607,          ,BIT DRILL PRFX FAN 2K   ,615,615
72608,          ,BLADE SURG CLPR         ,34,34
72609,0C1776    ,STEM FEM POR 13-103206  ,9629,9629
72610,          ,OSTME SURG SHRT L42     ,3308,3308
72611,          ,BLADE SAW 48 TRNCT      ,3308,3308
72612,          ,BLDE SAW L48 FULL HEMI  ,3308,3308
72613,          ,BLADE OSTEO 50 LNG      ,3308,3308
72614,          ,BLADE SAW 60 SHRT       ,2610,2610
72615,          ,BLADE SAW LNG 60MM      ,2741,2741
72616,          ,HARVESTER BNE MNL W10MM ,1832,1832
72617,          ,BOOT BUCK TRACTION L    ,109,109
72618,          ,FORCEP ESURG BYNT       ,901,901
72619,          ,TB ENDOBR 28F CPAP SYS  ,499,499
72620,          ,TB ENDOBR 32F CPAP SYS  ,512,512
72621,          ,TUBE ENDBR 35X2LUM CPAP ,499,499
72622,          ,TUBE ENDBR 35F RT CPAP  ,686,686
72623,          ,TUBE EBDBR 37F RT CPAP  ,560,560
72630,          ,THNFLX ANG VNS CANN     ,221,221
72632,          ,CAP PROTECT 2.0 KIRSCHNE,150,150
72633,          ,CAP PROTCT L8.0MM ROD   ,18,18
72634,          ,CARTRIDGE ANLYZ HC HEP  ,162,162
72636,          ,HR-ACT HMS 2 CHNL       ,57,57
72637,0C1751    ,CATH 9 FR HKMN DL LUM   ,896,896
72639,0C1751    ,CATH CVP SINGLE LUMEN TR,157,157
72640,0C1730    ,LIVEWR EP CATH REPRO    ,901,901
72641,0C1757    ,CTH FGRTY IRRIG 4F 80   ,168,168
72642,0C1757    ,CTH FGRTY IRRIG 6F 80   ,168,168
72643,0C1751    ,CATH CV HOHN DL 7F      ,1522,1522
72644,0C2628    ,BLN OCCLD AOR 9FX23 2L  ,677,677
72645,          ,CATH STRP BRD 0000      ,460,460
72647,0C1729    ,CATH XTRN DRN 35CM 3.3MM,1118,1118
72650,          ,CTH SHUNT SYS PSSR 55   ,757,757
72651,          ,CATH SPRL TIP 4FR. 137  ,77,77
72652,0C1758    ,CTH URET SPRL TIP 5FR   ,77,77
72653,0C1758    ,CATH SPRL TIP URET 6FR  ,79,79
72656,          ,CLAMP MULTI-PIN LG EXFIX,9955,9955
72657,          ,CLIP DYNMC STM LRG SPI  ,2155,2155
72658,0C1876    ,STENT CV AOR BYPS 5.5-6M,1620,1620
72661,          ,KWIRE COVER             ,253,253
72664,          ,DRILL BIT 60-0035       ,585,585
72665,          ,BIT DRILL 14MM CERV DISP,585,585
72666,          ,BIT DRL 16MM STRL       ,585,585
72667,          ,BIT DRL GRAY 180X2.5MM  ,888,888
72668,          ,BIT DRL L14 OD2.3       ,1838,1838
72674,          ,SPLNT FING 1/2X9        ,20,20
72675,          ,FXTR DIST RDS DIMENSIO  ,7906,7906
72676,          ,FIXATOR XTRNL MTL ALLY  ,8190,8190
72678,          ,ROD CFBR EX FX 4X140MM  ,425,425
72679,          ,ROD CFBR EX FX 4X180MM  ,425,425
72680,          ,ROD CFBR EX FX 4X200MM  ,425,425
72681,          ,CAP PROTECTIVE F/11.0MM ,14,14
72687,          ,CLAMP TRANSV LEXF       ,12217,12217
72688,          ,FXTR SYN CMPR SM        ,2973,2973
72691,          ,ROD CFBR EXFIX ST 11X125,1381,1381
72692,          ,ROD CFBR EXFIX ST 11X150,1477,1477
72693,          ,ROD CFBR EXFIX ST 11X350,1484,1484
72694,          ,ROD CFBR EX FX 4X80MM   ,314,314
72695,          ,ROD CFBR EX FX 4X120MM  ,314,314
72702,          ,GRASPER EPTH 5 CRV      ,619,619
72703,0C1887    ,CTHGD WSG 6F F3.5       ,499,499
72704,0C1887    ,CTHGD FRRNR 4.5F 90     ,1838,1838
72705,          ,GUIDE DRL 3.2X4MM SCR   ,875,875
72706,          ,GDPIN ORTH 3.2 0        ,756,756
72707,          ,CFLD PIN TRO. 1/8X3     ,877,877
72708,          ,GWIRE ST ARTH .062IN    ,120,120
72709,          ,GWIRE ORTH LCK 2.5X5MM  ,875,875
72710,          ,GWIRE SRG 2.5X7.3MM     ,875,875
72711,          ,KWIRE THRD ACTRK        ,120,120
72712,          ,GWIRE BLLT TP 70CM 2.4MM,585,585
72713,          ,GW ORTH L100 OD3 BLL    ,1000,1000
72714,          ,GW BEN TFE 035 145 20 6 ,163,163
72715,          ,GW GLD 035X150 SS       ,141,141
72716,          ,GD WRE 2.0X18 NITIN     ,499,499
72717,          ,GWIRE SRG HUM 70CM 2.4MM,503,503
72718,          ,GW SF-T TFE 035 145 3J  ,120,120
72719,          ,GWIRE  L20 OD.078 S     ,499,499
72720,0C1771    ,SLING TRNSVAG INFLUENCE ,2576,2576
72721,          ,INSERT GRSPR E-BBCK 20X5,350,350
72722,0C1751    ,CATH PERIPHERAL IV-01150,106,106
72723,          ,KT ASCP FX ACL          ,2279,2279
72724,          ,SYSTM CSF DRN XTRN 35CM ,8152,8152
72725,          ,KIT OATS BN GRFT #6     ,3249,3249
72726,          ,KIT OATS BN GRFT #7     ,3093,3093
72727,          ,KNIFE SHEATHOTOMY BRVO  ,832,832
72728,          ,BLADE URTHM COLD KNF HK ,855,855
72729,          ,KNIFE SHEATHOTOMY CRVO  ,832,832
72730,          ,ASPIRATOR TUBE 3.5MM K  ,108,108
72731,0C1713    ,KWIRE 2X450 NO OLIVE    ,499,499
72732,          ,PASSER SUT AR-4065-45L  ,919,919
72733,          ,SUT FBR WRE 90 D W/LO   ,1838,1838
72734,          ,SUT LASSO AR-4068-05S   ,215,215
72735,          ,CATH FOLEY PED 10FR 3CC ,79,79
72737,          ,PROBE OPTH 20G 3FN MNPLT,840,840
72738,          ,MARKER RAD FDCL F/ACCRY ,60,60
72741,          ,ROD CFBR EXFIX ST 11X100,1381,1381
72742,          ,BELT RIB UNIV FEMALE    ,20,20
72743,          ,SLEEVE DRL TRUKOR 11MM  ,1654,1654
72790,0C1776    ,STEM HUM COCR 10X125MM  ,12225,12225
72822,0C1713    ,PLATE ATLNTS T 65MM     ,10868,10868
72823,0C1713    ,SCREW V/A S/T 4.0X17    ,2258,2258
72824,0C1713    ,SCREW BNE TI L17 OD4    ,1694,1694
72825,0C1713    ,SCREW V/A S/D 4.5X15    ,2258,2258
72828,0C1713    ,SCREW V/A S/T 4.5X15    ,2258,2258
72976,0C1713    ,PLATE ATLNTS ATP 85     ,11362,11362
72993,0C1713    ,SCREW F/A S/T 4.0X11    ,2258,2258
72994,0C1713    ,SCREW ATLNTS 4.0X13     ,2258,2258
72995,0C1713    ,SCREW F/A S/T 4.0X17    ,2258,2258
72996,0C1713    ,SCREW V/A S/T 4.0X11    ,2258,2258
72997,0C1713    ,SCREW CERV 4.0X11       ,2258,2258
72998,0C1713    ,SCREW F/A S/D TI 4.0X12 ,1694,1694
72999,0C1713    ,SCREW F/A S/D 4.0X13    ,2258,2258
73000,0C1713    ,SCREW SPN ATLNTS 1X14MM ,2258,2258
73001,0C1713    ,SCREW F/A S/D 4.0X15    ,2258,2258
73002,0C1713    ,SCREW SPN F/A 4X16MM    ,2258,2258
73003,0C1713    ,SCREW BNE TI L17 OD4    ,2258,2258
73004,0C1713    ,SCREW V/A S/D 4.0X11    ,2258,2258
73005,0C1713    ,SCREW V/A S/D 4.0X12    ,1694,1694
73006,0C1713    ,SCREW V/A S/D 4.0X13    ,1694,1694
73007,0C1713    ,SCREW V/A S/D 4.0X14    ,1694,1694
73008,0C1713    ,SCREW SPN V/A 4X16MM    ,1694,1694
73009,0C1713    ,SCREW V/A S/D 4.0X16    ,2258,2258
73010,0C1713    ,SCREW F/A S/T 4.5X11    ,2258,2258
73011,0C1713    ,SCREW F/A S/T TI 4.5X 13,2258,2258
73012,0C1713    ,SCREW F/A S/T 4.5X15    ,2258,2258
73013,0C1713    ,SCREW F/A S/T 4.5X17    ,2258,2258
73014,0C1713    ,SCREW SPNL 4.5X13       ,2258,2258
73015,0C1713    ,SCREW V/A S/T 4.5X17    ,2258,2258
73016,0C1713    ,SCREW F/A S/D 4.5X11    ,2258,2258
73017,0C1713    ,SCREW F/A S/D 4.5X13    ,2258,2258
73018,0C1713    ,SCREW F/A S/D 4.5X15    ,2258,2258
73019,0C1713    ,SCREW F/A S/D 4.5X17    ,2258,2258
73020,0C1713    ,SCREW V/A S/D 4.5X11    ,2258,2258
73021,0C1713    ,SCREW V/A S/D 4.5X13    ,2258,2258
73022,0C1713    ,PLATE ANT CERV 6190019  ,9880,9880
73023,0C1713    ,PLATE ATLNTS T 27.5     ,9880,9880
73024,0C1713    ,PLATE ATLNTS T 30MM     ,9880,9880
73025,0C1713    ,PLATE ANT CERV 32.5MM   ,9880,9880
73026,0C1713    ,PLATE ATLANTIS TRAN 35MM,10374,10374
73027,0C1713    ,PLATE ATLAN TRANS 37.5MM,10374,10374
73028,0C1713    ,PLATE ANT CERV 47.5MM   ,10374,10374
73029,0C1713    ,PLATE ATLNTS T 50MM     ,10374,10374
73030,0C1713    ,PLATE ATLNTS T 52.5     ,10868,10868
73031,0C1713    ,PLATE ATLNTS T 57.5     ,10868,10868
73032,0C1713    ,PLATE TI ATLNTS 62.5    ,10868,10868
73033,0C1713    ,PLATE ANT CERV 67.5MM   ,10868,10868
73034,0C1713    ,PLATE ATLNTS T 70MM     ,10868,10868
73035,0C1713    ,PLATE ANT CERV 72.5MM   ,10868,10868
73036,0C1713    ,PLATE ANT CERV 75MM     ,11362,11362
73037,0C1713    ,PLATE TRANSV CASPIN 80  ,11362,11362
73038,0C1713    ,PLATE ATLNTS ATP 82.5   ,11362,11362
73064,0C1713    ,SCREW CANN 7.3X40       ,2401,2401
73068,0C1713    ,SCREW LCP CLVCL 3.5X2.9 ,991,991
73069,0C1713    ,SCREW LCP 3.5X48MM      ,991,991
73076,          ,STAPLR RLD XTHK 45MM 3ST,4792,4792
73090,0C1713    ,NAIL IM TI 130D 12X320MM,14893,14893
73124,          ,STIMULATOR VRISTM III .5,1290,1290
73125,          ,ELCTRD ESURG 2.75 MOD ND,113,113
73134,          ,STAPLER INTRNL TLC10    ,3230,3230
73243,          ,BLADE 60D 2.5MM NAR SHFT,410,410
73440,          ,BSKT RTRV ESCP 1.9X120  ,4078,4078
73749,0C1713    ,SCREW IFRNC 23X8 MLGRO  ,4385,4385
73780,0C1713    ,SCREW BN LCK 5X38MM     ,836,836
73869,          ,BAG SPEC RET 10MM 240ML ,852,852
73881,          ,FORCEPS ENDO HALO 33X5  ,9373,9373
73891,0C1713    ,PLATE T LCP 2HL HD 2.4MM,6083,6083
73954,          ,SUTURE SPRL 1 CTX 48MM  ,527,527
73964,0C1713    ,PLATE 35MM SS 2.4MM SCR ,1880,1880
75276,0C1713    ,PLATE ATL VSN NEW 25MM  ,9880,9880
75277,          ,BIT DRL MINI QC 2.3     ,2094,2094
75292,          ,PACKNG NSAL STD4.5 LG400,212,212
75355,          ,TRAY CATH LBRCTH 16FR 2L,256,256
75356,          ,TRAY CATH SRSTP LBR 16FR,369,369
75359,          ,KIT SUT MNI ASCP 7X2.4MM,1838,1838
75578,0C1713    ,SCREW CORTEX3.5X42MM  20,162,162
75786,0C1713    ,PLATE 7200032 ATL VISION,10374,10374
75794,0C1781    ,MESH CIR LRG WSTRP 3.2IN,6699,6699
75800,0C1781    ,MESH HERNIA MED 6.4CM   ,5895,5895
75802,0C2617    ,STENT URE PFLX+ 4.8X26  ,914,914
75887,          ,LENS IO MA60AC 24.0     ,423,423
75974,          ,BOOT WLK MED            ,187,187
75975,          ,KIT INST 2.4MM DRL GD ST,2779,2779
75976,          ,KIT ASCP FX BTNDS BABSR ,3738,3738
76001,          ,INSTRMNT CNTRLN ECTR SGL,3833,3833
76014,0C1713    ,SCREW BN 3.5MM 12MM NLCK,652,652
76033,0C1713    ,SCREW BIOABS TNDSIS 23X7,2996,2996
76142,0L8613    ,PISTON OSS 4.75MM 0.6MM ,3682,3682
76176,0V2788    ,LENS IO + 6 DIOPTER     ,3052,3052
76247,0C1776    ,LINER ACTB NEUT 32X50   ,4693,4693
76292,0C1776    ,PLATE TIB PROX 6H LT    ,4454,4454
76293,          ,EXTENSION STM TIV 75X120,3317,3317
76328,0C1713    ,SCREW CORTEX 2.7X45 202.,281,281
76329,0C1713    ,SCREW COR 2.7 SLFTP 50  ,281,281
76330,0C1713    ,SCREW CORTEX 2.7X40 202.,281,281
76429,0C1776    ,BLOCK AUG MXM TIB 63X6MM,4001,4001
76442,0C1713    ,PLATE NWLCK OVRLP 67MM  ,11362,11362
76447,0C1713    ,PLATE NWLCK OVRLP 50MM  ,10868,10868
76479,0A4648    ,MARKER 17GA 2 TRGR PERM ,652,652
76480,0C1879    ,MARKER BRSTBIO ENH 17GA ,652,652
76483,0C2617    ,STENT URE PLRS 7X28 WGW ,1189,1189
76493,0C1713    ,SCREW CORTEX 2.7X36 202.,281,281
76529,0C1781    ,MESH PARIETX KYHL 8CM   ,975,975
76537,0C1713    ,NAIL LT TROCH 14MM 42CM ,14893,14893
76550,          ,ELECTRODE LOOP RESECT 45,7151,7151
76551,0C2617    ,STENT URE PFLX+ 4.8X28  ,837,837
76557,0C1713    ,PLATE ATL NWLCK 45MM    ,10868,10868
76565,0C1713    ,SCREW BNE 316L SS L11MM ,436,436
76582,0C1769    ,GWIRE ORTH .059IN SS 6IN,392,392
76584,0C1713    ,SCREW 2.4X12 CORT ST    ,277,277
76724,0C1713    ,PLATE LMBR SPN TRNSV 35 ,20694,20694
76745,0C1713    ,SCREW ASMBLY TRVRS5.5X25,2011,2011
76747,0C1713    ,SCREW SPN 5.5X35MM      ,2011,2011
76748,0C1713    ,SCREW SPN 5.5X40MM      ,2011,2011
76749,0C1713    ,SCREW SPN TRVRS5.5X45   ,2011,2011
76750,0C1713    ,SCREW LMBR SPN 5.5X50MM ,2011,2011
76751,0C1713    ,SCREW SPN TRVRS5.5X55   ,2011,2011
76752,0C1713    ,SCREW SPN 5.5X60MM      ,2011,2011
76830,          ,TROCAR LAPSCP KII CTF03 ,342,342
76831,          ,TROCAR LAPSCP 100X11MM Z,959,959
76832,          ,TROCAR LAPSCP 3RD 100X5 ,418,418
76925,          ,SUTURE ORTHOCORD 2 W/NDL,980,980
76959,          ,TROCAR LAPSCP 150MM 5MM ,453,453
76960,          ,TROCAR LAPSCP K2 CTF31  ,636,636
76987,0C1713    ,SCREW HEXLB NLCK 3.5X14 ,652,652
77018,0C1713    ,PLATE BN SS L52MM LCP OR,2853,2853
77057,0C1713    ,PLATE NARROW LCP 4.5MM 9,3651,3651
77058,0C1713    ,SCREW CORT 4.5X14       ,182,182
77059,0C1713    ,SCREW BN 4.5MM 24MM LC D,182,182
77068,          ,SUTURE ETHBND 1CTX X425H,40,40
77073,0C1713    ,PLATE SPN ATL VSN 67.5MM,10868,10868
77089,0C1713    ,SCREW CANN THRD 3.0X36  ,2093,2093
77149,0C1713    ,SCREW SHAFT 4.5X50X12MM ,162,162
77153,          ,SET HYSCP SEAL OFLW     ,257,257
77219,0C1713    ,ARTHSCP FX 30MM BINTRFX ,3743,3743
77220,0C1713    ,SCREW BABSRB 30X6-8     ,3491,3491
77221,          ,BLADE SHVR AGRS 2.5MM   ,954,954
77222,0C1713    ,SCREW F-T 5X8X64X3.5MM  ,1395,1395
77230,0C1713    ,NAIL 14MM 360MM LT TROCH,14140,14140
77405,0C1713    ,PLATE 3.5LCP6H HEAD/SHAF,3085,3085
77410,0C1713    ,SCREW CANN 6.5X95MM     ,2217,2217
77411,0C1713    ,SCREW CANN 6.5X16MM     ,2062,2062
77449,0C1713    ,PLATE 7200057 ATL VISION,9386,9386
77453,          ,DRILL SURG PRE 3.5MM DIS,1135,1135
77457,0C1713    ,PLATE SPN ATL ELI 37.5MM,9386,9386
77483,          ,DRAIN BLAKE FLAT 7MM LF ,359,359
77489,0C1713    ,SCREW BN LCP LCK 2.4X22 ,1047,1047
77509,          ,SET ENDO INST HIP GW NDL,4037,4037
77511,          ,BLADE SHVR SLT ELITE 4.5,1528,1528
77512,0C1713    ,ANCHOR SUT HIP KNTLS 2.9,2529,2529
77514,0C2617    ,STENT URET 4.8FR L30 P  ,837,837
77549,0C1713    ,SCREW CNDRL LCP 5X65MM  ,1703,1703
77550,0C1713    ,SCREW LCP V-A LCK 5X70MM,1467,1467
77551,0C1713    ,SCREW CNDYL LCP 5X75MM  ,1467,1467
77552,0C1713    ,SCREW CNDRL T25 5X80MM  ,1467,1467
77553,0C1713    ,SCREW CNDRL T25 5X55MM  ,1703,1703
77554,0C1713    ,SCREW LCP T25 5.0X34MM  ,1703,1703
77555,0C1713    ,SCREW LCP T25 5.0X32MM  ,1703,1703
77562,0C1713    ,SCREW LCK S/T RCS 16MM  ,1131,1131
77563,0C1713    ,SCREW S/T LCK RCS 18MM  ,1131,1131
77567,0C1713    ,PLATE CRV 266MM SS 4.5MM,15474,15474
77627,0C1729    ,NDL CATH YUEH CNTS      ,393,393
77631,0C1729    ,CATH DRN MUL MCLC 10.2FR,1410,1410
77632,          ,SET EXT HGHFLW MICRO 63 ,48,48
77634,0C1729    ,CATHDRN DSNML MCLC 10.2F,1436,1436
77638,          ,TRAY MYLOGRM 22GA 3.5NDL,273,273
77642,0C1729    ,CTHDRN MUL MCLC RO 8.5F ,1661,1661
77656,          ,CATH EPIST SIL SGL      ,1616,1616
77657,0C1729    ,CTHDRN DSN-ML MCLC 8.5F ,1551,1551
77693,          ,INSTRUMENT BX 13.8CM 18G,1194,1194
77694,          ,DRSG PAD NADH CRD 8X3IN ,3,3
77699,          ,NEEDLE BX MAXCORE 18GX10,1194,1194
77723,          ,NEEDLE BX PERC 7X18G    ,97,97
77728,          ,BANDAGE CMPR STRL 5 X 6 ,30,30
77740,          ,BUR 2.0 HOOD ABRSN      ,954,954
77749,          ,CATH INTUTR HYSTSLP 5FR ,3162,3162
77751,          ,BANDAGE CMPR STRL 4 X 5 ,25,25
77754,          ,DRESSING SKNTGRTY GL 4OZ,135,135
77762,          ,NEEDLE BX MAXCORE 16GX16,1290,1290
77763,0C1713    ,PLATE T RT ANG 50X10X1.5,2395,2395
77767,          ,CATH PLUG DRN TUBE COVER,5,5
77774,          ,NEEDLE INTRAOSS 18GA AS ,297,297
77791,          ,PACKING NASAL 4.5CM 6MM ,918,918
77806,          ,SCREW EXFX XLNG 200X5MM ,1685,1685
77811,          ,BIT DRILL 1/16 X 5      ,831,831
77816,0C1713    ,SCREW SHAFT 4.5MM 38MM  ,168,168
77835,          ,BANDAGE MTRX CMPR 5YD3IN,27,27
77870,0C1776    ,CMPNT PTLA 3PG STD25X6.2,2111,2111
77930,0C1713    ,PLATE ATL NEW LCK 40MM  ,9386,9386
77952,0C1713    ,SCREW BN 6.5X2.9X60X16MM,2395,2395
77953,0C1713    ,SCREW BN 6.5X7.9X2.9X55 ,2107,2107
77973,0C1713    ,SCREW BN LCK 5X4.4X80MM ,836,836
78005,0C1713    ,PLATE VSN NEW LCK 27.5MM,9880,9880
78011,          ,BAG PRSS INFS 1000ML INF,186,186
78179,0C1729    ,CTHDRN MUL MCLC RO 12F  ,1410,1410
78195,          ,CAUTERY ACCU-TEMP LOOP T,226,226
78301,          ,PACKING NSL BLN 7.5CM   ,998,998
78306,0C1713    ,PLATE 7200047 ATL VISION,10374,10374
78321,0C1713    ,SCREW CANN 4.0X50       ,1691,1691
78478,0C1713    ,SCREW CNDYL T25 5X12MM  ,2385,2385
78582,0C1713    ,SCREW CANN 4.0 X 22 SH/T,1748,1748
78583,0C1713    ,SCREW CANN 4.0 X 24 SH/T,1748,1748
78605,0C1713    ,SCREW HEXLB NLCKG 2.7X12,652,652
78633,          ,EXTRACTOR KATZ EAR/NOSE ,1290,1290
78636,          ,DETECTOR CO2 18MM 15MM  ,249,249
78638,          ,KITH OTHGLS ANKL M-L    ,477,477
78642,          ,STYLET URTH CNCL LF 6FR ,644,644
78643,          ,SPLINT FINGER 9X.5IN    ,21,21
78644,          ,BELT RIB MED 6INCH      ,50,50
78653,          ,BELT RIB UNIV FEMALE    ,27,27
78703,          ,PACK SURG SHLDR BNDG LF ,241,241
78725,          ,SET INFS AMBR 15UM      ,109,109
78735,0C1769    ,GWIRE 1.25X4MM N THRD   ,709,709
83140,36430,BLOOD TRANSFUSION       ,3011.23,3011.23
83535,99211,OP VISIT LEVEL 1 EST    ,426.35,426.35
83546,93321,ECHO DOPPLER LTD        ,783.37,783.37
83547,0C8921    ,TTE W OR W&WO ANOMAL CMP,4808.53,4808.53
83548,0C8922    ,TTE W OR W&WO ANOMAL LTD,4808.53,4808.53
83549,0C8926    ,TEE W OR W&WO CARD ANOML,4808.53,4808.53
83550,0C8923    ,TTE2D W OR W&WO COMPLETE,4808.53,4808.53
83551,0C8924    ,TTE2D W OR W&WO LIMITED ,4808.53,4808.53
83552,0C8928    ,TTE2D W OR W&WO STRESS  ,4808.53,4808.53
83553,0C8925    ,TEE2D W OR W&WO INT/RPT ,4808.53,4808.53
83555,096125GN  ,COGNITIV PERFORM TEST SP,834.27,834.27
83718,          ,DEVICE SPEC RET 15-18MM ,2722,2722
83815,0C1713    ,PLATE LCP 5H 2.4X44MM   ,3312,3312
83816,0C1713    ,SCREW 2.0MMX9MM         ,1054,1054
83817,0C1713    ,SCREW 2.0MMX22MM        ,346,346
83843,87015,INF AGENT CONCENTRATION ,66.58,66.58
83859,78315,NM BONE 3 PHASE         ,3737.54,3737.54
83964,87801,RESP VIRUS MINI AMP     ,856.57,856.57
83984,          ,RETRCTR ALEXIS G6314    ,1868,1868
83985,          ,RETRACTOR ALEXIS G6313  ,1584,1584
84231,0C1713    ,SCREW PNCL CANC 6.5X30MM,485,485
84249,0C1776    ,CUP ACTB PNCL 50MM      ,8532,8532
84500,0C1713    ,SCREW LOCKING 202.228   ,1094,1094
84509,0C1713    ,SCREW F/A S/T 4.0X15    ,2258,2258
84510,0C1713    ,SCREW V/A S/T 4.0X15    ,1694,1694
84517,0C1713    ,SCREW CORT 3.5 35       ,162,162
84522,0C1713    ,SCREW BN SS 40X2 LCP    ,318,318
84523,0C1713    ,SCREW BN SS 7X2 LCP CORT,302,302
84524,0C1713    ,SCREW BN SS 8X2 LCP CORT,346,346
84525,0C1713    ,SCREW BN SS 9X2 LCP CORT,346,346
84526,0C1713    ,SCREW CORT 201.360.97   ,346,346
84527,0C1713    ,SCREW CORTEX 201.361.97 ,346,346
84528,0C1713    ,SCREW CORTEX 201.363.97 ,346,346
84529,0C1713    ,SCREW BN SS 14X2 LCP CRT,346,346
84530,0C1713    ,SCREW SS 16X2 LCP CORT  ,302,302
84531,0C1713    ,SCREW BN SS L18MM OD2MM ,346,346
84532,0C1713    ,SCREW ORT CORT T6 2X20MM,346,346
84534,0C1713    ,SCREW BN SS 26X2 LCP COR,318,318
84535,0C1713    ,SCREW BN SS 28X2 LCP COR,318,318
84536,0C1713    ,SCREW BN SS 30X2 LCP COR,318,318
84537,0C1713    ,SCREW BN SS 32X2 LCP COR,318,318
84538,0C1713    ,SCREW BN SS 34X2 LCP COR,318,318
84539,0C1713    ,SCREW BN SS 36X2 LCP COR,318,318
