Procedure ID,HCPCS/CPT Code,Description,Gross Charge,Undiscounted Cash Price
36815,          ,CATH ABL 110CM 5F 2MM1CM,1112,1112
36856,0C1713    ,SCREW CNCLS BNE 6.5X30  ,646,646
36857,0C1776    ,STEM HIP RSTR 6021-0335 ,21413,21413
36858,0C1776    ,STEM HUM HOWMEDICA      ,20896,20896
36916,          ,CATH IV ANGIO 24GX3/4   ,57,57
36930,          ,CATH IV ANGIO 22X2      ,10,10
37005,          ,FEEDING FUBE FRED MILLER,168,168
37022,          ,PROBE AU 10F INJ        ,1659,1659
37122,          ,RING FALLOP FRB-30      ,703,703
37209,          ,CATHETER XTRN 36MM LG XT,17,17
37247,0C2627    ,TRAY CATH 14/18GA 11IN  ,716,716
37312,0C1729    ,CATH TROCAR THOR 12FR 9 ,169,169
37324,          ,CATH THOR 16FR FRM      ,50,50
37348,0C1729    ,CATHETER DRN 10FR 9IN AR,169,169
37362,          ,CATH THOR 24FR FRM      ,50,50
37374,0C1729    ,CATH THOR ATR 28FR FRM  ,50,50
37378,          ,BOOT WLK SM             ,228,228
37526,          ,CAP LEXF 4.5 FOR FIXATIO,64,64
37538,          ,BOOT WLK MED            ,228,228
37540,          ,CAP FOR 5.0 FX PIN      ,211,211
37542,          ,CLAMP EXFIX LG UNIV ADJ ,4076,4076
37544,          ,NUT EX FIX RNG TO ROD   ,497,497
37545,          ,CLAMP LG COMB MR SAFE   ,3608,3608
37546,          ,CLAMP LG EX FIX 393.754 ,3376,3376
37547,          ,CLAMP X-FIX MULTI PIN   ,4616,4616
37548,          ,SCREW EXFX 5X150X6MM    ,1112,1112
37549,          ,SCREW EXFX HIP 150X4MM  ,1112,1112
37550,          ,SCREW EXFX HIP 175X4MM  ,1112,1112
37627,          ,BAG URINE LEG BARD      ,8.75,8.75
37867,          ,SUPPORT ATHL ADLT LRG   ,66,66
37906,          ,ENEMA MNRL OIL 4.5FL    ,19,19
37956,          ,ENEMA PHOSPHATE 4.5FL   ,104,104
38174,          ,CATH ANGIO 14GX5.25     ,177,177
38225,          ,SUTURE ON13 THX25       ,282,282
38249,          ,KNIFE A2193             ,750,750
38326,          ,SUT PDS 0 ABSRB EZ10G   ,385,385
38352,          ,TUBE NG 48IN 18FR STD   ,14,14
38442,          ,SET PRESS MNTR INTRA-COM,1112,1112
38680,          ,ADHESIVE SKNCLS 2       ,238,238
38693,          ,TUBE TRACH #8 CANN LOW  ,373,373
38718,          ,TUBE TRACH CUFF FN 6DFEN,375,375
38720,          ,TUBE TRACH #8 CANN FEN  ,375,375
38732,          ,CANNULA INNER 6 DIC     ,39,39
38744,          ,PILLOW ABDCT HIP UNIV   ,254,254
38756,          ,CANNULA #8 DISPOSABLE IN,39,39
38770,          ,CANN #10 DISP INNR      ,40,40
38807,          ,URINE METER LG          ,54.25,54.25
38819,          ,BAG DRN 2500ML URN SIDE ,85,85
38869,          ,CATH IV SFSHLD YLW 20GA ,24,24
38871,          ,CATH IV 22X1            ,24,24
38872,          ,CATH IV SFSHLD YLW 22GA ,24,24
38873,          ,CATH JLCO PROTCTV+24X3/4,24,24
38883,          ,CATHETER IV RADPQ 24GA  ,24,24
38934,0L4350    ,BRACE ORTH REG ANKL     ,123,123
39204,          ,TUBE TRACH SIZE 8       ,1902,1902
39253,0C1729    ,EVACUATR SURG MED OD1/8I,117,117
39277,          ,SET URN BG 4000ML       ,55,55
39304,          ,TUBING TUR Y 2C4007     ,52,52
39328,          ,BAG BILE REGULAR        ,118,118
39354,          ,SPONGE ABS 6X2CM HMSTC A,59,59
39544,          ,PACKING WND 5YDX.25IN   ,25,25
39556,          ,PACKING WND 5YDX.5IN    ,26,26
39657,          ,SUTURE REMOVAL TRAY     ,3.25,3.25
40042,          ,TUBAL LIGATION          ,3908.34,3908.34
40054,59020,OCT TEST                ,806.79,806.79
40066,59025,N S T                   ,571.73,571.73
40131,          ,LABOR  24 HR STAY       ,5284.92,5284.92
40321,          ,D & C                   ,2106.46,2106.46
40446,          ,EPIDURAL ASSIST         ,875.3,875.3
40460,          ,ANTEPARTUM MANIPULATION ,148.96,148.96
40535,83986,NITRAZINE PH AMNIO FLD  ,103.89,103.89
42008,          ,CATH FOLEY 2W 8F 3CC    ,44,44
42010,          ,CATH FOLEY 2W 10FR 3CC  ,57,57
42060,          ,CATH FOLY 2W SIL CTD 20F,91,91
42084,          ,CATH 5CC 24FR 12/CS     ,52,52
42109,          ,CATH FOLY 2W COUDE 14FR ,114,114
42111,          ,CATH CDE 16FR 5CC 2WAY  ,114,114
42147,          ,CATH FOLY 2W CDE 22F 5CC,116,116
42159,          ,CATH FOLY 2W CDE 24F 5CC,114,114
42161,          ,CATH URET18FR 30CC      ,116,116
42173,          ,CATH FOL 3W 30CC 2OFR   ,126,126
42185,          ,CATH FOLEY 3W 30CC      ,149,149
42197,          ,CATH FOLY 3W SL 24F 30CC,116,116
42200,          ,CATH FOL 26FR 30CC 3W   ,133,133
42212,          ,CATH FOL 12FR 30CC      ,53,53
42224,          ,CATH FOLEY 30CC 14F     ,54,54
42236,          ,CATH FOLY 2W SIL 16F 30 ,55,55
42248,          ,CATH FOLY 2W SIL CTD 18F,59,59
42250,          ,CATH FOLEY 2W 20F 30CC  ,62,62
42274,          ,CATH FOLY 2W SIL 24F 30 ,54,54
42488,          ,CATH FOLEY 2W 16FR 5CC  ,174,174
42490,          ,CATHETER URTH LBRCTH 18F,174,174
42870,          ,SUTURE PLN 3-0 27 CTX   ,37,37
42921,          ,SUT CHRM CT1 1 ABS 36IN ,40,40
42933,          ,SUT CHRM  2-0 CT1 36IN  ,39,39
43036,          ,SUTURE VCRYL CTD J346H  ,21,21
43074,          ,SUTURE VCL UND 4-0 J441H,29,29
43086,          ,SUTURE VCRYL 4-0 J422H  ,28,28
43101,          ,SUTURE SILK 2-0 C012D   ,94,94
43151,          ,SUTURE ABS 0 S104H      ,36,36
43202,          ,SUT CHRM ABS 4-0 G121H  ,37,37
43240,          ,SUTURE CHRM 2-0 801H    ,35,35
43288,          ,SUTURE VCRYL 3-0 J588H  ,29,29
43391,          ,SUTURE NYL 3-0 PS1 1663G,44,44
43416,          ,SUTURE ETHILON 4-0 1854 ,45,45
43428,          ,SUTURE ETHLN 5-0 1855G  ,44,44
43430,          ,SUTURES 1856G           ,45,45
43478,          ,SUTURE ETHLN 6-0 18     ,46,46
43492,          ,SUTURE ETHL 4-0 18 1894G,44,44
43505,          ,SUTURE ETHLN 5-0 1895G  ,44,44
43531,          ,SUTURE PRLN 6 0 8617G   ,67,67
43543,          ,SUTURE PRLN 5-0 8618G   ,67,67
43567,          ,SUTURE PRLN 5-0 8630G   ,69,69
43656,          ,SUTURE SILK 4-0 1677G   ,39,39
43719,          ,SUTURE PDS 5-0 Z493G    ,63,63
43733,          ,SUTURE 3058 33          ,26,26
43757,          ,SUTURE VCRYL 5-0 J493G  ,54,54
43771,          ,SUTURE VCRYL 5.0 J503G  ,62,62
43795,          ,SUTURE VCL UND 5-0 J822G,55,55
43808,          ,SUTURE VCL UND 4-0 J823G,55,55
43833,          ,SUTURE VCRYL 6-0 J833G  ,55,55
43846,          ,SUTURE VCRYL 5-0 J834G  ,54,54
43858,          ,SUTURE VCRYL 4-0 J835G  ,55,55
43872,          ,SUTURE PRLN 3-0 KS      ,34,34
43947,          ,BDER ABD MED LG W12 PRSN,126,126
43959,          ,BINDER ABD 30-45X9IN 3  ,72,72
43973,0L0626    ,BINDER ABD SM/MD 30-45IN,112,112
44014,          ,SLING DLX ARM W PD S    ,26,26
44064,          ,SLING DLX ARM W PD M    ,43,43
44103,          ,SLING DLX ARM W PD L    ,26,26
44141,0L0120    ,COLLAR CERV 24X3X4IN    ,42,42
44153,0L0120    ,COLLAR CERV FRMFT H4UNV ,33,33
44242,          ,CLAVICLE SPLINT X-SM    ,72,72
44367,0L3908    ,SPLINT ORTH XL R 10IN   ,42,42
44381,          ,CAST BOOT PEDS          ,60,60
44393,          ,CAST BOOT SMALL         ,46,46
44406,          ,CAST BOOT MEDIUM        ,60,60
44418,          ,CAST BOOT LARGE         ,59,59
44432,          ,SET INFS SST TEXIUM LO  ,24,24
44482,          ,CTHDX ST+ 6F IM 100     ,123,123
44584,0C1713    ,ANCHOR MITEK TACIT      ,701,701
44622,          ,IMOB ORTH 18.5X9.5IN    ,84,84
44660,          ,SLING ORTH 10.75 X 5.5IN,43,43
44709,          ,SPLINT ORTH FOAM 5.5IN  ,43,43
44711,          ,SPLINT FINGER MED       ,49,49
44747,          ,SPLINT FINGER XLARGE    ,49,49
44874,          ,SPLINT FNGR 3.5IN 4     ,25,25
45143,0L1836    ,IMOB ORTH KNEE 16IN     ,174,174
45155,          ,IMOB ORTH KNEE 12IN     ,123,123
45157,          ,IMOB ORTH KNE 20IN      ,123,123
45179,0L0172    ,PHIL CERV COL LG 12     ,108,108
45181,0L0172    ,COLLAR CERV MED 3.25IN  ,98,98
45193,0L0172    ,COLLAR CERV SM 3.25IN   ,98,98
45218,          ,BELT RIB UNIV FEMALE    ,37,37
45270,          ,BELT RB UNIV 28-50X6IN  ,67,67
45333,          ,SUTURE VCL 000 CT J305H ,22,22
45350,          ,ELECTRODE LOOP #2010    ,161,161
45357,          ,TAPE CST 4INX4.4YD MXCLR,44,44
45369,          ,TAPE CAST MX CLR 3INX4YD,34,34
45713,          ,TUBE TRACH CFLS 6CFN    ,373,373
45965,          ,CATH FOLEY 16FR 2WAY LF ,44,44
45989,          ,CATH FOLEY 2W 20FR 5CC  ,46,46
46056,          ,CATH UMBILICAL 3.5FR    ,174,174
46121,0C1769    ,GLIDE WIRE 630-101      ,427,427
46133,          ,LACERATION TRAY - SHARPS,45,45
46234,          ,BILATERAL DRAIN 7802    ,345,345
46246,          ,WD100 PVC WND DRAIN     ,161,161
46258,          ,OTS400 INFUS SET        ,161,161
46272,          ,FUSER RESIVOIR OF-1     ,1133,1133
46520,0C1776    ,HEAD FEM CTPR COCR 2200 ,2189,2189
46577,0C1713    ,SCREW CANC 6.5 55       ,702,702
47161,          ,SUTURE VCRYL 4-0 J682G  ,54,54
47375,          ,ELECTRODE ESURG COLD KNF,1206,1206
47490,0C1713    ,MITEK ANCH MINI G2      ,1635,1635
47870,0C1751    ,KIT CATH 7FR 6IN .032IN ,692,692
47894,0C1729    ,TRAY PROC L11IN ODSEC8FR,1112,1112
48125,          ,SUTURE ETHL PLI6-0 1956G,46,46
48164,          ,TENDERFOOT DEVICE       ,4,4
48339,          ,PERI POUCH 2997         ,46.7,46.7
48430,          ,BABY SAFE RESUSITATOR   ,129,129
48593,          ,ENDO CATCH SPEC BAG     ,405,405
48657,          ,DEVICE SUT TROC CLS 10MM,807,807
48757,          ,ESMARK BANDAGE 4 31-154 ,15,15
48769,          ,ESMARK BANDAGE 6 31-157 ,19,19
48834,          ,MINI SNARE OLY DPMS 1012,137,137
48896,0C1769    ,TUBE NG 152CM 12FR      ,770,770
49002,          ,"FIBERGLASS CASTING 2""   ",27,27
49064,          ,SHOE POST OP MENS SM    ,60,60
49076,          ,SHOE POST OP MENS MED   ,60,60
49088,          ,SHOE POST OP MENS LG    ,60,60
49139,0C1729    ,CTHDRN KIT NEPH 10F 25  ,1112,1112
49189,          ,SET ADM IV 110IN 20 GTT ,35,35
49355,          ,RSC MNL ADULT MED       ,102,102
49376,          ,FILTER NG PRV ANRFLX80ML,47,47
49381,          ,SUTURE ETHL 4-0 18 1662G,41,41
49418,          ,SUTURE VCRYL J494G      ,54,54
49432,          ,SUTURE 5/0 PDS Z503G    ,72,72
49533,          ,NEEDLE HUBER L1IN OD19GA,80,80
49557,          ,SUTURE PDS 4-0 Z494G    ,59,59
49569,          ,KIT INTRO 4-1/8IN 8.5FR ,981,981
49800,          ,SHOE POST OP WOMENS MED ,60,60
49812,          ,SHOE POST OP WOMENS SM  ,60,60
49824,          ,SHOE POST OP WOMENS LG  ,60,60
49848,          ,TRAY AK04250            ,161,161
49987,          ,SUTURE ETHB 4-0 PC-3 18 ,45,45
49999,          ,SUTURE PDS 6-0 CLR Z489G,60,60
50010,0C1729    ,ABSCESS DRAIN KIT 27-199,1112,1112
50311,          ,TUBE GSTRM LP 20FR 2.0CM,981,981
50312,          ,TUBE GSTRM LP 20FX2.5   ,981,981
50315,          ,TUBE GSTRM SIL LP20FX4.5,981,981
50316,          ,TUBE GSTMY MIC 20F 3.5  ,981,981
50396,0C1713    ,SCREW SYN 487.044       ,1291,1291
50916,0C1769    ,WIREGUIDE TSF 381453    ,43,43
51007,0C1713    ,SCREW FLCK STD 12.7X55  ,1479,1479
51021,          ,PIN STNM STY 6 2.8X22.9 ,111,111
51033,0C1713    ,SCREW FLCK STD 12.7X60  ,1479,1479
51247,0C1713    ,SCREW LAG FLCK 12.7X65  ,1479,1479
51398,0C1713    ,SCREW CORT SS LG 4.5X48 ,117,117
51564,0C1713    ,SCREW CORT SS LG 4.5X46 ,117,117
51588,0C1713    ,PLATE BROAD 16X140 8 HL ,1057,1057
51627,          ,PIN STNM STY 6 3.2X22.9 ,130,130
51777,0C1713    ,SCREW CANC 6.5X110X16   ,269,269
51867,          ,WRE CRLGE .08 W/EYE     ,73,73
51879,          ,WIRE CERCLAGE 280X1     ,94,94
51881,          ,WIRE CERC 1.25 W/EYE    ,76,76
51893,          ,WIRE CRLGE 60MM 1MM     ,98,98
51968,0C1713    ,PINS 12-4825            ,981,981
52100,0C1751    ,CATH ARTERIAL PRESSUR 5F,461,461
52112,0C1751    ,CATH 3FR PRSS MNTR      ,461,461
52566,0C1713    ,STAPLE BONE 128696      ,637,637
52578,          ,RETR SUT 10.1IN DRL GD  ,1112,1112
52617,0C1713    ,SCREW CORT 2.0MM L6MM   ,153,153
52620,0C1713    ,SCREW CORTEX 202.818    ,272,272
52629,0C1713    ,SCREW CORT 2.0MM L8MM   ,153,153
52632,0C1713    ,SCREW BN 2.7X20MM DCP   ,272,272
52643,0C1713    ,SCREW CORT 2.0MM L12MM  ,153,153
52655,0C1713    ,SCREW CORT 2.0MM L14MM  ,275,275
52679,0C1713    ,SCREW CORT 2.0MM L18MM  ,275,275
52681,0C1713    ,SCREW CORT 2.0X20       ,179,179
52693,0C1713    ,SCREW CORT 2.7 12       ,272,272
52706,0C1713    ,SCREW CORTEX SYNT 2.7X6M,153,153
52718,0C1713    ,SCREW CORT DCP 2.7X16MM ,272,272
52744,0C1713    ,SCREW BNE CANC 4.0X10   ,142,142
52756,0C1713    ,SCREW BNE CANC 4.0X12   ,143,143
52768,0C1713    ,SCREW BNE CANC 4.0X14   ,171,171
52770,0C1713    ,SCREW BNE CANC 4.0X16   ,171,171
52772,0C1713    ,SYNTHES 446.50 PLATE    ,876,876
52782,0C1713    ,SCREW BNE CANC 4.0X18   ,143,143
52794,0C1713    ,SCREW CANC 4X20         ,143,143
52807,0C1713    ,SCREW SNTH 206.028 4.0  ,171,171
52819,0C1713    ,SCREW BNE CANC 4.0X24   ,142,142
52821,0C1713    ,SCREW CANC 4.0 X 26 FT  ,127,127
52833,0C1713    ,SCREW CANC 4.0 X 28 FT  ,142,142
52845,0C1713    ,SCREW CANC 4.0 X 32 FT  ,129,129
52857,0C1713    ,SCREW BNE CANC 4.0X36   ,129,129
52869,0C1713    ,SCREW BNE CANC 4.0X40   ,143,143
52871,0C1713    ,SCREW CANCELLOUS BONE 10,142,142
52883,0C1713    ,SCREW BNE CANC 4.0X12   ,129,129
52895,0C1713    ,SCREW BNE CANC 4.0X14   ,136,136
52908,0C1713    ,SCREW BNE CANC 4.0X16   ,136,136
52910,0C1713    ,SCREW BNE CANC 4.0X18   ,150,150
52922,0C1713    ,SCREW BNE CANC 4.0X20   ,171,171
52943,0C1713    ,SCREW BNE CANC 4.0X22   ,129,129
52946,0C1713    ,SCREW CANC SF 4X24 10/PT,171,171
52958,0C1713    ,SCREW BNE CANC 4.0X26   ,136,136
52960,0C1713    ,SCREW BNE CANC 4.0X28   ,129,129
52972,0C1713    ,SCREW BNE CANC 4.0X30   ,129,129
52984,0C1713    ,SCREW CANC SF 4X35 14/PT,151,151
52996,0C1713    ,SCREW CANC SF 4X40 14-PT,120,120
53001,0C1713    ,SCREW BNE CANC 4.0X45   ,136,136
53013,0C1713    ,SCREW CANC SF 4 X 50 15/,136,136
53140,0C1713    ,SCREW CORT LG HEX 4.5X40,182,182
53176,0C1713    ,SCREW CORT SS LG 4.5X42 ,117,117
53203,0C1713    ,SCREW CORT ST 4.5X38    ,121,121
53265,0C1713    ,SCREW CORT HEX 4.5X36   ,182,182
53289,          ,HEMOVAC 2570 FLAT       ,224,224
53291,0C1729    ,HMVC SNYDER EVACUAT     ,174,174
53378,0C1713    ,SCREW CORT HEX 4.5X44   ,117,117
53380,0C1713    ,SCREW BN CORTL 32X4.5MM ,64,64
53467,0C1713    ,PIN FX KNWL 4.0X76.2MM  ,508,508
53481,0C1713    ,PLATE FRAG DCP 25MM 2HL ,403,403
53493,0C1713    ,PLATE SF TUB 1/3X3X37   ,419,419
53506,0C1713    ,PLATE SF TUB 1/3X4X49   ,688,688
53520,0C1713    ,PLATE 1/3 TBLR 73MM 6HL ,709,709
53524,87641,STAPH AUREUS MRSA AMP   ,87.72,87.72
53525,87640,STAPH AUREUS AMP PROBE  ,87.72,87.72
53532,0C1713    ,PLATE 1/3 TBLR 85MM 7HL ,579,579
53544,0C1713    ,PLATE 1/3 TBLR 97MM 8HL ,600,600
53556,0C1713    ,PLATE BN SEMITB 39MM 2HL,351,351
53568,0C1713    ,PLATE BN SEMITB 55MM 3HL,365,365
53570,0C1713    ,PLATE SEMI-TUBULAR 4H X ,457,457
53582,0C1713    ,PLATE SEMI-TUBULAR 5H X ,481,481
53594,0C1713    ,PLATE SEMI-TUBULAR 6H X ,437,437
53607,0C1713    ,PLATE SEMI-TUBULAR 7H X ,473,473
53619,0C1713    ,SEMI-TUBULAR PLATE 8 HOL,501,501
53671,0C1713    ,PLATE 3.5 LC DCP 90MM   ,1091,1091
53683,0C1713    ,PLATE 3.5 LC DCP        ,1146,1146
53695,0C1713    ,PLATE 3.5 LC-DCP        ,1936,1936
53708,0C1713    ,PLATE LC DCP 3.5X155    ,2131,2131
53710,0C1713    ,PLATE T-BUTTRESS 80MM   ,1825,1825
53722,0C1713    ,PLATE 96MM SS LG FRAG ST,1825,1825
53735,0C1713    ,SCREW CANC 6.5X70X16    ,243,243
53736,0C1713    ,PLATE 85MM SS 4.5MM SCR ,1744,1744
53746,0C1713    ,PLATE SYNTHES 243.31    ,345,345
53758,0C1713    ,PLATE RT L 2.0 SS L17MM ,345,345
53760,0C1713    ,PLATE 2.0 SS L 243.33   ,345,345
53772,0C1713    ,PLATE 2.0 SS L 243.34   ,345,345
53784,0C1713    ,PLATE 2.0 SS T 243.41   ,345,345
53796,0C1713    ,PLATE SF SM/T RT-3X3X50 ,883,883
53809,0C1713    ,PLATE 3.5 SS T 241.14   ,809,809
53811,0C1713    ,PLATE RT 67/10/1.2MM 3.5,1018,1018
53823,0C1713    ,PLATE RT 75/10/1.2MM 3.5,889,889
53835,0C1713    ,PLATE 2.7 SS L 242.31   ,345,345
53847,0C1713    ,PLATE 32MM SS 2.7MM SCR ,345,345
53859,0C1713    ,PLATE 2.7 SS OBL 242.33 ,517,517
53861,0C1713    ,PLATE 2.7 SS OBL 242.34 ,345,345
53885,0C1713    ,PLATE MF ST 2.0 3/17    ,345,345
53897,0C1713    ,PLATE MF ST 2.0 4/23    ,381,381
53900,0C1713    ,PLATE T 2.7 3/32        ,1287,1287
54003,          ,PIN STNM FX 2.4X22.9    ,111,111
54027,0C1713    ,PLATE FLCK SUPRA 135 5H ,1825,1825
54116,0C1713    ,SCREW CORT LG HEX 4.5X34,64,64
54142,0C1713    ,SCREW FLCK STD 12.7X105 ,1539,1539
54192,          ,KWIRE FX 229MM 1.1MM    ,114,114
54193,          ,KWIRE FX 229MM 1.1MM    ,98,98
54267,0C1713    ,PLATE SS 150 13.7X75 3HL,1825,1825
54279,          ,PIN STNM STY 6 2X22.9   ,111,111
54318,0C1713    ,PLATE 135 13.7X123 6HL  ,1825,1825
54370,          ,J VAC 2161 CLSDDRAIN    ,154,154
54623,0C1713    ,SCREW COCR REG 55X152   ,1479,1479
54647,          ,ANKLE BRACE LEFT MED    ,43.5,43.5
54661,0C1713    ,PLATE .25 TBLR 31X7X1 4H,437,437
54697,0C1713    ,SCREW CORTEX 2.7MM S/T 2,272,272
54801,          ,PACK EAR POLYSTER L1.25I,124,124
54802,          ,WICK EAR POPE 15MM      ,36,36
54837,          ,SPLNT NASAL REUT BVLV   ,215,215
54863,          ,VACURETTE 11MM CRVD     ,29,29
54875,          ,CURETTE VAC 12MM        ,31,31
54887,          ,VACURETTE 10MM CRVD     ,31,31
54953,          ,TUBE EARVNT 1X2.6MM RB  ,77,77
54964,0C1713    ,SCREW ORTH 12.7X25.4X115,1479,1479
54989,          ,TUBE VNT EAR .76X2.2MM  ,77,77
54990,          ,KWIRE FX 229MM .9MM     ,98,98
55107,0L8613    ,PROSTH OSS 4MM 0.4MM    ,1162,1162
55245,0C1713    ,SCREW CORTEX SYNT 2.7X8M,153,153
55257,0C1713    ,SCREW COMPRESS 4.7X25.4 ,568,568
55271,0C1713    ,SCREW CORT 2.7 10       ,272,272
55310,0C1713    ,PLATE 150 13.7X107 5 HL ,1825,1825
55360,0C1713    ,PLATE 150 13.7X123 6 HL ,1857,1857
55372,0C1713    ,PLATE 150 13.7X155 8 HL ,2269,2269
55384,0C1713    ,PLATE 150 13.7X187 10 HL,2657,2657
55409,          ,MCINTYRE INF ST76101    ,59,59
55512,0C1776    ,PIN LOCK STANDARD AS    ,468,468
55776,          ,ELCTRD KIT MNSCTM 6.5IN ,659,659
55827,          ,KWIRE FX 229MM 1.6MM    ,98,98
56019,          ,SUTURE ABS 0 J946H      ,21,21
56021,          ,CUTTING LOOP A2184      ,750,750
56095,          ,SUTURE VCRYL 1-0 J947H  ,22,22
56300,          ,SUTURE PLN 4-0 1824H    ,38,38
56324,          ,SUTURE J317H VICRYL     ,20,20
56374,          ,SUTURE PRLN #1 CT1 BLU  ,33,33
56401,          ,SUTURE PRLN 2-0 FS 8685H,33,33
56425,          ,SUTURE PRLN NABS 8665G  ,34,34
56502,          ,SUTURE PRLN 5-0 8698G   ,61,61
56540,          ,SUTURE PRLN 6-0 8695G   ,63,63
56576,          ,SUTURE PRLN CT1 BLU8424H,31,31
56603,          ,SUTURE PLN GUT 5-0 PC-1 ,78,78
56615,          ,SUTURE Z969H            ,33,33
56627,          ,SUTURE NYL #2 NABS 490T ,39,39
56641,          ,SUTURE 3113-71 D &G     ,113,113
56677,          ,SUTURE TVDK 5 K-61 30IN ,238,238
56843,0C1713    ,PLATE STR 2.0MM L29X5.0 ,409,409
56855,0C1713    ,WASHER 7.0MM F/SM       ,191,191
56867,          ,STIMULATOR VRISTM III .5,692,692
56920,          ,BSKT RTRV 0TP 4WR 4X120 ,1339,1339
56932,0C1713    ,SCREW CORT SS LG 4.5X52 ,117,117
56944,          ,VACURETTE 8MM CRVD      ,31,31
56970,          ,SUTURE VCRYL CTD J741D  ,143,143
56982,          ,SUTURE VCRYL 1 J261H    ,21,21
56994,          ,SUTURE VCRYL ABS 0 J912G,97,97
57009,          ,SUTURE VCRYL 0 J260H    ,20,20
57035,          ,SUTURE VCRYL 0 J740D    ,138,138
57047,          ,SUTURE ABS 2-0 CT-1 L27 ,20,20
57059,          ,SUTURE J333H 2/0        ,20,20
57061,          ,SUTURE VCRYL 2-0 J417H  ,20,20
57073,          ,SUTURE VCRYL 2-0 J375H  ,26,26
57085,          ,SUTURE VCRYL J339H      ,25,25
57100,          ,SUTURE VCRYL 2-0 J869H  ,22,22
57109,          ,SUTURE PDS #1 Z341H     ,30,30
57124,          ,SUTURE J602H            ,25,25
57150,          ,SUTURE VCRYL J580G      ,22,22
57174,          ,SUTURE VCRYL J258H      ,20,20
57213,          ,SUTURE ABS 3-0 SH J416H ,20,20
57225,          ,SUTURE VCRYL 3-0 J423H  ,28,28
57287,          ,SUTURE ABS 4-0 SH J415H ,20,20
57403,          ,SUTURE J843G            ,56,56
57453,          ,SUTURE VCRYL 2-0 J345H  ,21,21
57455,          ,SUTURE J358             ,21,21
57465,          ,SUTURE J369 H 2/0       ,20,20
57491,          ,SUTURE 2-0 CT1 36IN     ,21,21
57505,          ,SUTURE VCRYL0 UR-6 J603H,24,24
57643,          ,ELCTRD ESURG BLADE 6.5IN,50,50
57693,          ,SUTURE VCRYL 3-0 J442H  ,28,28
57732,          ,BOWL CEMENT 00504900100 ,692,692
57744,          ,BLADE GIGLI SAW 20IN    ,272,272
57768,          ,SUTURE VCRYL 2-27 J849G ,95,95
57770,          ,SUTURE VCRYL 2-0 J443H  ,28,28
57858,          ,SUTURE PDS 4-0 SH Z315H ,33,33
58025,          ,SUTURES L113G           ,45,45
58051,          ,SUTURE CR 2-0 ABSRB     ,35,35
58114,          ,SUTURE CR 3-0 ABSRB     ,36,36
58138,          ,SUT CHRM 3-0FS2 ABS 27IN,35,35
58141,          ,SUTURE ABS 2-0 PS2 J111T,107,107
58156,          ,SUTURE 8412H PROLENE    ,32,32
58167,          ,SUTURE PDS 2-0 Z339H    ,30,30
58176,          ,SUTURE CR 4-0 ABSRB     ,38,38
58316,          ,SUT CHRM 0 CT1 ABS 27IN ,37,37
58708,0C1887    ,SET CATH RADIAL/ARTERY  ,160,160
58734,          ,SUTURE PDS 0 ABSRB Z340H,29,29
58761,          ,SUTURE PDS 2-0 Z333H    ,32,32
58948,          ,WAX BN 2.5GM HMSTC AGNT ,59,59
59039,          ,SUTURES 687G 5/0        ,73,73
59053,          ,SUTURES 1663G           ,16.6,16.6
59089,          ,SUTURE NYL NABS 4-0 699G,41,41
59104,          ,SUTURE NABS 5-0 P-3 698G,36,36
59178,          ,SUTURE SILK 4-0 K871H   ,20,20
59318,          ,SUTURE SLK 3-0 NBS CO13D,94,94
59344,          ,SUTURE SLK NBS 3-0 A184H,19,19
59433,          ,SUTURE A185H            ,6.45,6.45
59469,          ,SUTURE C012 G           ,77.2,77.2
59471,          ,SUTURE SILK 2-0 A305H   ,29,29
59495,          ,SUTURE SILK 0 424H      ,15,15
59596,          ,SUTURE NYL 10-0 2810G   ,181,181
59609,          ,SUT CHRM ABS 4-0 1654G  ,71,71
59623,          ,SUTURE CHRM 6-0 1641G   ,83,83
59635,          ,SUTURE SILK 0 A186H     ,10,10
59647,          ,SUT SURG L4.375 RSB5    ,240,240
59661,          ,SUTURE VCRYL 2-0 J266H  ,21,21
59786,          ,SUTURE VCRYL 5-0 J571G  ,174,174
59801,          ,SUTURE ETHBND 0 CX27D   ,128,128
59940,0C1729    ,KIT URN SPCTH NEO 5F    ,50,50
60816,0C1758    ,CTH URET 12F 38012      ,482,482
61387,0C1713    ,PLATE 1/4 TUB 47MM 6HOL ,601,601
61464,          ,BURR MICROAIRE ZB138    ,373,373
61654,          ,SUTURE PDS 1 Z371T      ,33,33
62252,          ,TUBE VNT SHRT T 4.8MM 1.,278,278
62389,          ,PROBE PCNG CNTRC 7MM    ,1007,1007
62416,          ,TUBE GASTRIC LAVAGE 24F ,104,104
62428,          ,TUBE GASTRIC LAVAGE 32F ,105,105
62442,          ,KIT GASTRIC LAVAGE      ,325,325
62454,          ,BUR CRBDE RND 4.0       ,373,373
62478,          ,BLADE M/A ZS-038        ,290,290
62505,          ,BLADE M/A ZS-032        ,290,290
65044,          ,BLADE SAW 40.1X14X1MM   ,290,290
65967,          ,SUTURE SLK NBS 0  678G  ,20,20
66084,          ,RETAINER MCNEALY VIS    ,335,335
66142,0C1713    ,SCREW CORTEX 3.5X12     ,178,178
66143,0C1713    ,SCREW CORT 3.5X10       ,167,167
66144,0C1713    ,PLATE 3.5 LC DCP        ,1054,1054
