,Airport_Code,Hospital_Name,Procedure_Description,Cash_Price,Gross_Price,CPT_Code,Number_Beds,For_Profit,Yearly_Discharges,Patient_Experience_Rating,Radiology_Category
24703,SF,SF - San Mateo,MAMMO SCREEN BILAT DIGITAL,58.5,117.0,77067,447,0,1947,3,3D Mammography
24704,SF,SF - San Mateo,BONE AGE STUDY,242.5,485.0,77072,447,0,1947,3,Radiology
24705,SF,SF - San Mateo,BONE AGE STUDY,16.5,33.0,77072,447,0,1947,3,Radiology
24708,SF,SF - San Mateo,BONE SURVEY METASTATIC,124.0,248.0,77075,447,0,1947,3,Radiology
24709,SF,SF - San Mateo,BONE SURVEY METASTATIC,46.0,92.0,77075,447,0,1947,3,Radiology
24716,SF,SF - San Mateo,"HEART, SPCT REST/STRESS REDIS",1006.5,2013.0,78452,447,0,1947,3,Nuclear Medicine
25869,SF,SF - San Mateo,COMPLETE ECHO-DOPPLER,675.0,1350.0,93306,447,0,1947,3,Ultrasound
25870,SF,SF - San Mateo,ECHOCARDIOGRAPHY. COMPLETE,676.0,1352.0,93306,447,0,1947,3,Ultrasound
25871,SF,SF - San Mateo,TTE W/DOPPLER COMPLETE W/BUBB,1118.5,2237.0,93306,447,0,1947,3,Ultrasound
25872,SF,SF - San Mateo,ECHOCARDIOGRAPHY COMPLETE,417.0,834.0,93306,447,0,1947,3,Ultrasound
25873,SF,SF - San Mateo,TTE W/DOPPLER COMPLETE W/BUBB,126.0,252.0,93306,447,0,1947,3,Ultrasound
25906,SF,SF - San Mateo,STRESS TTE COMPLETE,1118.5,2237.0,93351,447,0,1947,3,Ultrasound
25907,SF,SF - San Mateo,STRESS TTE COMPLETE,146.5,293.0,93351,447,0,1947,3,Ultrasound
25915,SF,SF - San Mateo,US LEG BOTH R/O DVT,351.0,702.0,93970,447,0,1947,3,Ultrasound
25916,SF,SF - San Mateo,US LEG BOTH R/O DVT,59.0,118.0,93970,447,0,1947,3,Ultrasound
25917,SF,SF - San Mateo,DUPLX EXT VEINS; UNIL/LIMIT,222.5,445.0,93971,447,0,1947,3,Ultrasound
25918,SF,SF - San Mateo,DUPLX EXT VEINS; UNIL/LIMIT,40.0,80.0,93971,447,0,1947,3,Ultrasound
25919,SF,SF - San Mateo,US ARM R/O DVT LT,222.5,445.0,93971,447,0,1947,3,Ultrasound
25920,SF,SF - San Mateo,US LEG R/O DVT LT,222.5,445.0,93971,447,0,1947,3,Ultrasound
25921,SF,SF - San Mateo,US LEG R/O DVT RT,222.5,445.0,93971,447,0,1947,3,Ultrasound
25922,SF,SF - San Mateo,US ARM R/O DVT LT,40.0,80.0,93971,447,0,1947,3,Ultrasound
25923,SF,SF - San Mateo,US LEG R/O DVT LT,40.0,80.0,93971,447,0,1947,3,Ultrasound
25924,SF,SF - San Mateo,US LEG R/O DVT RT,40.0,80.0,93971,447,0,1947,3,Ultrasound
37185,SF,SF - Van Ness,HCHG XR EYE FOR FB,343.2,543.4,70030,323,0,13517,3,Radiology
37187,SF,SF - Van Ness,HCHG XR MANDIBLE 4 VIEW OR MORE,508.8,805.6,70110,323,0,13517,3,Radiology
37191,SF,SF - Van Ness,HCHG XR FACIAL BONE 3 VIEW OR MORE,538.8,853.1,70150,323,0,13517,3,Radiology
37192,SF,SF - Van Ness,HCHG XR NASAL BONES 3 VIEW OR MORE,440.4,697.3,70160,323,0,13517,3,Radiology
37194,SF,SF - Van Ness,HCHG XR ORBITS 4 VIEW OR MORE,394.8,625.1,70200,323,0,13517,3,Radiology
37196,SF,SF - Van Ness,HCHG XR SINUS PARA 3 VIEW OR MORE,426.6,675.45,70220,323,0,13517,3,Radiology
37199,SF,SF - Van Ness,HCHG XR SKULL 4 VIEW OR MORE,513.0,812.25,70260,323,0,13517,3,Radiology
37201,SF,SF - Van Ness,HCHG XR TMJ BILAT,391.2,619.4,70330,323,0,13517,3,Radiology
37204,SF,SF - Van Ness,HCHG XR NECK SOFT TISSUE,381.0,603.25,70360,323,0,13517,3,Radiology
37208,SF,SF - Van Ness,HCHG XR RIBS BILAT 3 VIEW,515.4,816.05,71110,323,0,13517,3,Radiology
37209,SF,SF - Van Ness,HCHG XR RIBS BILAT W PA CXR,630.6,998.45,71111,323,0,13517,3,Radiology
37210,SF,SF - Van Ness,HCHG XR STERNUM 2 VIEW OR MORE,405.0,641.25,71120,323,0,13517,3,Radiology
37211,SF,SF - Van Ness,HCHG XR STERNOCLAVIC 3 VIEW MORE,286.2,453.15,71130,323,0,13517,3,Radiology
37213,SF,SF - Van Ness,HCHG XR SPINE CERVICAL 2-3 VIEWS,424.8,672.6,72040,323,0,13517,3,Radiology
37214,SF,SF - Van Ness,HCHG XR SPINE CERVICAL 4 OR 5 VIEWS,545.4,863.55,72050,323,0,13517,3,Radiology
37215,SF,SF - Van Ness,HCHG XR SPINE CERVICAL 6 OR MORE VIEWS,618.0,978.5,72052,323,0,13517,3,Radiology
37217,SF,SF - Van Ness,HCHG XR SPINE THOR 3 VIEW,429.0,679.25,72072,323,0,13517,3,Radiology
37220,SF,SF - Van Ness,HCHG XR SPINE LUMB 2 OR 3 VIEW,477.0,755.25,72100,323,0,13517,3,Radiology
37221,SF,SF - Van Ness,HCHG XR SPINE LUMB 4 VIEW OR MORE,558.0,883.5,72110,323,0,13517,3,Radiology
37222,SF,SF - Van Ness,HCHG XR SPINE L/S COMPLETE W BENDING VWS MIN 6 VWS,625.2,989.9,72114,323,0,13517,3,Radiology
37223,SF,SF - Van Ness,HCHG XR SPINE LUMB 4 BENDING VIEW,391.8,620.35,72120,323,0,13517,3,Radiology
37224,SF,SF - Van Ness,HCHG XR PELVIC 1 OR 2 VIEW,334.2,529.15,72170,323,0,13517,3,Radiology
37227,SF,SF - Van Ness,HCHG XR SI JOINT 3 VIEW OR MORE,387.0,612.75,72202,323,0,13517,3,Radiology
37228,SF,SF - Van Ness,HCHG XR SACRUM COCCYX,426.6,675.45,72220,323,0,13517,3,Radiology
37231,SF,SF - Van Ness,HCHG XR CLAVICLE BILATERAL,542.4,858.8,73000,323,0,13517,3,Radiology
37232,SF,SF - Van Ness,HCHG XR CLAVICLE LT,361.8,572.85,73000,323,0,13517,3,Radiology
37233,SF,SF - Van Ness,HCHG XR CLAVICLE RT,361.8,572.85,73000,323,0,13517,3,Radiology
37234,SF,SF - Van Ness,HCHG XR SCAPULA BIL,640.8,1014.6,73010,323,0,13517,3,Radiology
37235,SF,SF - Van Ness,HCHG XR SCAPULA LT,427.2,676.4,73010,323,0,13517,3,Radiology
37236,SF,SF - Van Ness,HCHG XR SCAPULA RT,427.2,676.4,73010,323,0,13517,3,Radiology
37240,SF,SF - Van Ness,HCHG XR SHOULDER 2 VIEW OR MORE BIL,480.6,760.95,73030,323,0,13517,3,Radiology
37241,SF,SF - Van Ness,HCHG XR SHOULDER 2 VIEW OR MORE LT,320.4,507.3,73030,323,0,13517,3,Radiology
37242,SF,SF - Van Ness,HCHG XR SHOULDER 2 VIEW OR MORE RT,320.4,507.3,73030,323,0,13517,3,Radiology
37246,SF,SF - Van Ness,HCHG XR AC JOINT,381.6,604.2,73050,323,0,13517,3,Radiology
37247,SF,SF - Van Ness,HCHG XR HUMERUS LT,432.0,684.0,73060,323,0,13517,3,Radiology
37248,SF,SF - Van Ness,HCHG XR HUMERUS RT,432.0,684.0,73060,323,0,13517,3,Radiology
37252,SF,SF - Van Ness,HCHG XR ELBOW 3 VIEW OR MORE BIL,570.6,903.45,73080,323,0,13517,3,Radiology
37253,SF,SF - Van Ness,HCHG XR ELBOW 3 VIEW OR MORE LT,380.4,602.3,73080,323,0,13517,3,Radiology
37254,SF,SF - Van Ness,HCHG XR ELBOW 3 VIEW OR MORE RT,380.4,602.3,73080,323,0,13517,3,Radiology
37258,SF,SF - Van Ness,HCHG XR FOREARM BIL,588.0,931.0,73090,323,0,13517,3,Radiology
37259,SF,SF - Van Ness,HCHG XR FOREARM LT,391.8,620.35,73090,323,0,13517,3,Radiology
37260,SF,SF - Van Ness,HCHG XR FOREARM RT,391.8,620.35,73090,323,0,13517,3,Radiology
37267,SF,SF - Van Ness,HCHG XR WRIST 3 VIEW OR MORE BIL,602.4,953.8,73110,323,0,13517,3,Radiology
37268,SF,SF - Van Ness,HCHG XR WRIST 3 VIEW OR MORE LT,401.4,635.55,73110,323,0,13517,3,Radiology
37269,SF,SF - Van Ness,HCHG XR WRIST 3 VIEW OR MORE RT,401.4,635.55,73110,323,0,13517,3,Radiology
37276,SF,SF - Van Ness,HCHG XR HAND 3 VIEW OR MORE BIL,547.2,866.4,73130,323,0,13517,3,Radiology
37277,SF,SF - Van Ness,HCHG XR HAND 3 VIEW OR MORE LT,364.8,577.6,73130,323,0,13517,3,Radiology
37278,SF,SF - Van Ness,HCHG XR HAND 3 VIEW OR MORE RT,364.8,577.6,73130,323,0,13517,3,Radiology
37279,SF,SF - Van Ness,HCHG XR FINGER(S) 2 VIEW OR MORE LT,313.2,495.9,73140,323,0,13517,3,Radiology
37286,SF,SF - Van Ness,HCHG XR KNEE 3 VIEW BIL,554.4,877.8,73562,323,0,13517,3,Radiology
37287,SF,SF - Van Ness,HCHG XR KNEE 3 VIEW LT,369.6,585.2,73562,323,0,13517,3,Radiology
37288,SF,SF - Van Ness,HCHG XR KNEE 3 VIEW RT,369.6,585.2,73562,323,0,13517,3,Radiology
37294,SF,SF - Van Ness,HCHG XR TIBIA FIBULA BIL,567.0,897.75,73590,323,0,13517,3,Radiology
37295,SF,SF - Van Ness,HCHG XR TIBIA FIBULA LT,378.0,598.5,73590,323,0,13517,3,Radiology
37296,SF,SF - Van Ness,HCHG XR TIBIA FIBULA RT,378.0,598.5,73590,323,0,13517,3,Radiology
37303,SF,SF - Van Ness,HCHG XR ANKLE 3 VIEW OR MORE BIL,580.8,919.6,73610,323,0,13517,3,Radiology
37304,SF,SF - Van Ness,HCHG XR ANKLE 3 VIEW OR MORE LT,387.0,612.75,73610,323,0,13517,3,Radiology
37305,SF,SF - Van Ness,HCHG XR ANKLE 3 VIEW OR MORE RT,387.0,612.75,73610,323,0,13517,3,Radiology
37312,SF,SF - Van Ness,HCHG XR FOOT 3 VIEW OR MORE BIL,520.2,823.65,73630,323,0,13517,3,Radiology
37313,SF,SF - Van Ness,HCHG XR FOOT 3 VIEW OR MORE LT,346.8,549.1,73630,323,0,13517,3,Radiology
37314,SF,SF - Van Ness,HCHG XR FOOT 3 VIEW OR MORE RT,346.8,549.1,73630,323,0,13517,3,Radiology
37315,SF,SF - Van Ness,HCHG XR CALCANEUS 2 VIEW OR MORE BIL,463.2,733.4,73650,323,0,13517,3,Radiology
37316,SF,SF - Van Ness,HCHG XR CALCANEUS 2 VIEW OR MORE LT,309.0,489.25,73650,323,0,13517,3,Radiology
37317,SF,SF - Van Ness,HCHG XR CALCANEUS 2 VIEW OR MORE RT,309.0,489.25,73650,323,0,13517,3,Radiology
37318,SF,SF - Van Ness,HCHG XR TOE(S) 2 VIEW OR MORE LT,300.6,475.95,73660,323,0,13517,3,Radiology
37338,SF,SF - Van Ness,HCHG XR IVP W WO TOMOG,1443.6,2285.7,74400,323,0,13517,3,Radiology
37352,SF,SF - Van Ness,HCHG BREAST TOMOSYNTHESIS DX UNI,65.4,103.55,G0279,323,0,13517,3,3D Mammography
37360,SF,SF - Van Ness,HCHG XR BONE AGE STUDY,250.8,397.1,77072,323,0,13517,3,Radiology
37363,SF,SF - Van Ness,HCHG XR BONE SURVEY COMPLETE,888.6,1406.95,77075,323,0,13517,3,Radiology
37374,SF,SF - Van Ness,HCHG BREAST TOMOSYNTHESIS DX BI,98.4,155.8,G0279,323,0,13517,3,3D Mammography
37377,SF,SF - Van Ness,HCHG BREAST TOMOSYNTHESIS SCREEN BI,68.4,108.3,77063,323,0,13517,3,3D Mammography
37381,SF,SF - Van Ness,HCHG XR HIP BIL W/WO PELVIS MIN 5 VIEWS,748.8,1185.6,73523,323,0,13517,3,Radiology
37382,SF,SF - Van Ness,HCHG XR EXAM FEMUR MIN 2 VIEWS LT,389.4,616.55,73552,323,0,13517,3,Radiology
37384,SF,SF - Van Ness,HCHG XR EXAM FEMUR MIN 2 VIEWS RT,389.4,616.55,73552,323,0,13517,3,Radiology
37386,SF,SF - Van Ness,HCHG XR EXAM FEMUR MIN 2 VIEWS BIL,584.4,925.3,73552,323,0,13517,3,Radiology
37396,SF,SF - Van Ness,HCHG BREAST TOMOSYNTHESIS SCREEN UNILATERAL,68.4,108.3,77063,323,0,13517,3,3D Mammography
37397,SF,SF - Van Ness,HCHG XR SPINE SCOLIOSIS 1 VIEW,295.2,467.4,72081,323,0,13517,3,Radiology
37398,SF,SF - Van Ness,HCHG XR SPINE SCOLIOSIS 2-3 VIEWS,394.8,625.1,72082,323,0,13517,3,Radiology
37402,SF,SF - Van Ness,HCHG XR HIP UNI W/WO PELVIS 2-3 VIEWS,390.6,618.45,73502,323,0,13517,3,Radiology
37404,SF,SF - Van Ness,HCHG XR MAMMO DX W/WO CAD LT,289.2,457.9,77065,323,0,13517,3,3D Mammography
37405,SF,SF - Van Ness,HCHG XR MAMMO DX W/WO CAD BIL,430.2,681.15,77066,323,0,13517,3,3D Mammography
37406,SF,SF - Van Ness,HCHG XR MAMMO SCREENING W/WO CAD BIL,290.4,459.8,77067,323,0,13517,3,3D Mammography
37407,SF,SF - Van Ness,HCHG XR MAMMO SCREENING W/WO CAD UNI,193.8,306.85,77067,323,0,13517,3,3D Mammography
37408,SF,SF - Van Ness,HCHG XR MAMMO DX W/WO CAD RT,289.2,457.9,77065,323,0,13517,3,3D Mammography
37409,SF,SF - Van Ness,HCHG XR CHEST FRONTAL 1 VIEW,341.4,540.55,71045,323,0,13517,3,Radiology
37410,SF,SF - Van Ness,HCHG XR CHEST FRONTAL AND LATERAL 2 VIEW,385.8,610.85,71046,323,0,13517,3,Radiology
37411,SF,SF - Van Ness,HCHG XR CHEST SPECIAL VIEWS 2 VIEW,385.8,610.85,71046,323,0,13517,3,Radiology
37412,SF,SF - Van Ness,HCHG XR CHEST FRONTAL AND LATERAL W AP LORDOTIC 3 VW,366.6,580.45,71047,323,0,13517,3,Radiology
37413,SF,SF - Van Ness,HCHG XR CHEST FRONTAL AND LATERAL W OBLIQUES 3 VIEW,366.6,580.45,71047,323,0,13517,3,Radiology
37414,SF,SF - Van Ness,HCHG XR CHEST SPECIAL VIEWS 3 VIEW,366.6,580.45,71047,323,0,13517,3,Radiology
37415,SF,SF - Van Ness,HCHG XR CHEST FRONTAL AND LATERAL W OBLIQUES 4+ VIEW,434.4,687.8,71048,323,0,13517,3,Radiology
37416,SF,SF - Van Ness,HCHG XR CHEST CMPL 4+ VIEW,434.4,687.8,71048,323,0,13517,3,Radiology
37417,SF,SF - Van Ness,HCHG XR CHEST SPECIAL VIEWS 4+ VIEW,434.4,687.8,71048,323,0,13517,3,Radiology
37418,SF,SF - Van Ness,HCHG XR ABD AP 1 VIEW,361.2,571.9,74018,323,0,13517,3,Radiology
37419,SF,SF - Van Ness,HCHG XR ABD CMPL W DECUB / ERECT 2 VIEW,432.6,684.95,74019,323,0,13517,3,Radiology
37420,SF,SF - Van Ness,HCHG XR ABD W OBLIQUES AND CONE 3+ VIEW,555.0,878.75,74021,323,0,13517,3,Radiology
37421,SF,SF - Van Ness,HCHG XR ABD CMPL W DECUB / ERECT 3+ VIEW,555.0,878.75,74021,323,0,13517,3,Radiology
37424,SF,SF - Van Ness,HCHG XR TOE(S) 2V OR MORE RT,300.6,475.95,73660,323,0,13517,3,Radiology
37425,SF,SF - Van Ness,HCHG XR FINGER(S) 2 VIEW OR MORE BI,469.8,743.85,73140,323,0,13517,3,Radiology
37426,SF,SF - Van Ness,HCHG XR TOE(S) 2V OR MORE BIL,451.2,714.4,73660,323,0,13517,3,Radiology
37431,SF,SF - Van Ness,HCHG XR RIBS UNI & PA CHEST LT,471.0,745.75,71101,323,0,13517,3,Radiology
37432,SF,SF - Van Ness,HCHG XR RIBS UNI & PA CHEST RT,471.0,745.75,71101,323,0,13517,3,Radiology
37433,SF,SF - Van Ness,HCHG XR FINGER(S) 2 VIEW OR MORE RT,313.2,495.9,73140,323,0,13517,3,Radiology
37434,SF,SF - Van Ness,HCHG PET BRAIN METBLC EVAL,4417.8,6994.85,78608,323,0,13517,3,PET CT
37499,SF,SF - Van Ness,HCHG XR 3D RENDERING INTERP&POSTPROC DIF WORK STATION,991.8,1570.35,76377,323,0,13517,3,MRI
37656,SF,SF - Van Ness,HCHG CT ANGIO ABD&PELV W/O&W/DYE,4165.8,6595.85,74174,323,0,13517,3,CTA
37686,SF,SF - Van Ness,HCHG US HEAD AND NECK SOFT TISSUE,652.8,1033.6,76536,323,0,13517,3,Ultrasound
37687,SF,SF - Van Ness,HCHG US CHEST,575.4,911.05,76604,323,0,13517,3,Ultrasound
37688,SF,SF - Van Ness,HCHG US ABD COMPLETE,802.8,1271.1,76700,323,0,13517,3,Ultrasound
37689,SF,SF - Van Ness,HCHG US ABD LTD,662.4,1048.8,76705,323,0,13517,3,Ultrasound
37690,SF,SF - Van Ness,HCHG US RETROPERITONEUM COMPLETE,767.4,1215.05,76770,323,0,13517,3,Ultrasound
37691,SF,SF - Van Ness,HCHG US RETROPERITONEUM LTD,616.2,975.65,76775,323,0,13517,3,Ultrasound
37694,SF,SF - Van Ness,HCHG US OB < 14 WEEKS SINGLE FETUS,724.2,1146.65,76801,323,0,13517,3,Ultrasound
37695,SF,SF - Van Ness,HCHG US OB < 14 WEEKS ADDL FETUS,428.4,678.3,76802,323,0,13517,3,Ultrasound
37696,SF,SF - Van Ness,HCHG US OB > 14 WEEKS SINGLE FETUS,779.4,1234.05,76805,323,0,13517,3,Ultrasound
37704,SF,SF - Van Ness,HCHG US OB TRANSVAGINAL,625.8,990.85,76817,323,0,13517,3,Ultrasound
37711,SF,SF - Van Ness,HCHG US TRANSVAGINAL NON-OB,625.2,989.9,76830,323,0,13517,3,Ultrasound
37713,SF,SF - Van Ness,HCHG US PELVIC COMPLETE NON-OB,694.2,1099.15,76856,323,0,13517,3,Ultrasound
37714,SF,SF - Van Ness,HCHG US PELVIC LTD FOLLOW-UP NON-OB,452.4,716.3,76857,323,0,13517,3,Ultrasound
37715,SF,SF - Van Ness,HCHG US TESTICULAR SCROTUM,736.8,1166.6,76870,323,0,13517,3,Ultrasound
37738,SF,SF - Van Ness,HCHG US LIMITED  JOINT REAL TIME W/IMAGE LT,437.4,692.55,76882,323,0,13517,3,Ultrasound
37739,SF,SF - Van Ness,HCHG US LIMITED  JOINT REAL TIME W/IMAGE RT,437.4,692.55,76882,323,0,13517,3,Ultrasound
37744,SF,SF - Van Ness,HCHG US BREAST COMPLETE BI,630.0,997.5,76641,323,0,13517,3,Ultrasound
37745,SF,SF - Van Ness,HCHG US BREAST LIMITED BI,552.6,874.95,76642,323,0,13517,3,Ultrasound
37746,SF,SF - Van Ness,HCHG US BREAST COMPLETE LT,420.0,665.0,76641,323,0,13517,3,Ultrasound
37747,SF,SF - Van Ness,HCHG US BREAST COMPLETE RT,420.0,665.0,76641,323,0,13517,3,Ultrasound
37748,SF,SF - Van Ness,HCHG US BREAST LIMITED LT,368.4,583.3,76642,323,0,13517,3,Ultrasound
37749,SF,SF - Van Ness,HCHG US BREAST LIMITED RT,368.4,583.3,76642,323,0,13517,3,Ultrasound
37760,SF,SF - Van Ness,HCHG NI DUPLEX EXTRACRANIAL BILATERAL,1286.4,2036.8,93880,323,0,13517,3,Ultrasound
37766,SF,SF - Van Ness,HCHG NI DUPLEX EXTREMITY LOW BILATERAL,1369.8,2168.85,93925,323,0,13517,3,Ultrasound
37768,SF,SF - Van Ness,HCHG NI DUPLEX EXTREMITY VEINS BILATERAL,1339.8,2121.35,93970,323,0,13517,3,Ultrasound
37777,SF,SF - Van Ness,HCHG NI DUPLEX EXT LOW UNI LT,1002.0,1586.5,93926,323,0,13517,3,Ultrasound
37778,SF,SF - Van Ness,HCHG NI DUPLEX EXT LOW UNI RT,1002.0,1586.5,93926,323,0,13517,3,Ultrasound
37781,SF,SF - Van Ness,HCHG NI DUPLX EXT VEINS UNI LT,929.4,1471.55,93971,323,0,13517,3,Ultrasound
37782,SF,SF - Van Ness,HCHG NI DUPLX EXT VEINS UNI RT,929.4,1471.55,93971,323,0,13517,3,Ultrasound
37786,SF,SF - Van Ness,HCHG MR TEMPOROMANDIBULAR JOINTS,2448.6,3876.95,70336,323,0,13517,3,MRI
37787,SF,SF - Van Ness,HCHG MRI ORBIT AND FACE AND NECK WO CONTR,2287.8,3622.35,70540,323,0,13517,3,MRI
37789,SF,SF - Van Ness,HCHG MRI ORBIT AND FACE AND NECK W AND WO CONTR,3842.4,6083.8,70543,323,0,13517,3,MRI
37790,SF,SF - Van Ness,HCHG MRA HEAD WO CONTR,2596.8,4111.6,70544,323,0,13517,3,MRA
37791,SF,SF - Van Ness,HCHG MRA HEAD W CONTR,3721.2,5891.9,70545,323,0,13517,3,MRA
37792,SF,SF - Van Ness,HCHG MRA HEAD W AND WO CONTR,4193.4,6639.55,70546,323,0,13517,3,MRA
37793,SF,SF - Van Ness,HCHG MRA NECK WO CONTR,2944.8,4662.6,70547,323,0,13517,3,MRA
37794,SF,SF - Van Ness,HCHG MRA NECK W CONTR,3292.8,5213.6,70548,323,0,13517,3,MRA
37795,SF,SF - Van Ness,HCHG MRA NECK W AND WO CONTR,4054.8,6420.1,70549,323,0,13517,3,MRA
37796,SF,SF - Van Ness,HCHG MRI BRAIN W STEM WO CONTR,2565.0,4061.25,70551,323,0,13517,3,MRI
37798,SF,SF - Van Ness,HCHG MRI BRAIN W STEM W AND WO CONTR,3825.6,6057.2,70553,323,0,13517,3,MRI
37799,SF,SF - Van Ness,HCHG MRI CHEST WO CONTR,2495.4,3951.05,71550,323,0,13517,3,MRI
37801,SF,SF - Van Ness,HCHG MRI CHEST W AND WO CONTR,3979.2,6300.4,71552,323,0,13517,3,MRI
37802,SF,SF - Van Ness,HCHG MRI SPINE CERV WO CONTR,2386.2,3778.15,72141,323,0,13517,3,MRI
37804,SF,SF - Van Ness,HCHG MRI SPINE THOR WO CONTR,2491.8,3945.35,72146,323,0,13517,3,MRI
37806,SF,SF - Van Ness,HCHG MRI SPINE LUMB WO CONTR,2430.0,3847.5,72148,323,0,13517,3,MRI
37808,SF,SF - Van Ness,HCHG MRI SPINE CERV W AND WO CONTR,3669.6,5810.2,72156,323,0,13517,3,MRI
37809,SF,SF - Van Ness,HCHG MRI SPINE THOR W AND WO CONTR,3543.0,5609.75,72157,323,0,13517,3,MRI
37810,SF,SF - Van Ness,HCHG MRI SPINE LUMB W AND WO CONTR,3669.6,5810.2,72158,323,0,13517,3,MRI
37811,SF,SF - Van Ness,HCHG MRI PELVIS WO CONTR,2289.6,3625.2,72195,323,0,13517,3,MRI
37813,SF,SF - Van Ness,HCHG MRI PELVIS W AND WO CONTR,3459.0,5476.75,72197,323,0,13517,3,MRI
37814,SF,SF - Van Ness,HCHG MRI EXTREM UPPER NO JOINT WO CONTR BIL,3261.6,5164.2,73218,323,0,13517,3,MRI
37815,SF,SF - Van Ness,HCHG MRI EXTREM UPPER NO JOINT WO CONTR LT,2174.4,3442.8,73218,323,0,13517,3,MRI
37816,SF,SF - Van Ness,HCHG MRI EXTREM UPPER NO JOINT WO CONTR RT,2174.4,3442.8,73218,323,0,13517,3,MRI
37820,SF,SF - Van Ness,HCHG MRI EXTREM UPPER NO JOINT W AND WO CONTR BIL,4735.2,7497.4,73220,323,0,13517,3,MRI
37821,SF,SF - Van Ness,HCHG MRI EXTREM UPPER NO JOINT W AND WO CONTR LT,3156.6,4997.95,73220,323,0,13517,3,MRI
37822,SF,SF - Van Ness,HCHG MRI EXTREM UPPER NO JOINT W AND WO CONTR RT,3156.6,4997.95,73220,323,0,13517,3,MRI
37823,SF,SF - Van Ness,HCHG MRI EXTREM UPPER JOINT WO CONTR BIL,3115.2,4932.4,73221,323,0,13517,3,MRI
37824,SF,SF - Van Ness,HCHG MRI EXTREM UPPER JOINT WO CONTR LT,2076.6,3287.95,73221,323,0,13517,3,MRI
37825,SF,SF - Van Ness,HCHG MRI EXTREM UPPER JOINT WO CONTR RT,2076.6,3287.95,73221,323,0,13517,3,MRI
37829,SF,SF - Van Ness,HCHG MRI EXTREM UPPER JOINT W AND WO CONTR BIL,4956.0,7847.0,73223,323,0,13517,3,MRI
37830,SF,SF - Van Ness,HCHG MRI EXTREM UPPER JOINT W AND WO CONTR LT,3304.2,5231.65,73223,323,0,13517,3,MRI
37831,SF,SF - Van Ness,HCHG MRI EXTREM UPPER JOINT W AND WO CONTR RT,3304.2,5231.65,73223,323,0,13517,3,MRI
37832,SF,SF - Van Ness,HCHG MRI EXTREM LOWER WO CONTR BIL,3349.8,5303.85,73718,323,0,13517,3,MRI
37833,SF,SF - Van Ness,HCHG MRI EXTREM LOWER WO CONTR LT,2233.2,3535.9,73718,323,0,13517,3,MRI
37834,SF,SF - Van Ness,HCHG MRI EXTREM LOWER WO CONTR RT,2233.2,3535.9,73718,323,0,13517,3,MRI
37838,SF,SF - Van Ness,HCHG MRI EXTREM LOWER W AND WO CONTR BIL,5244.0,8303.0,73720,323,0,13517,3,MRI
37839,SF,SF - Van Ness,HCHG MRI EXTREM LOWER W AND WO CONTR LT,3496.2,5535.65,73720,323,0,13517,3,MRI
37840,SF,SF - Van Ness,HCHG MRI EXTREM LOWER W AND WO CONTR RT,3496.2,5535.65,73720,323,0,13517,3,MRI
37841,SF,SF - Van Ness,HCHG MRI EXTREM LOWER JOINT WO CONTR BIL,3445.2,5454.9,73721,323,0,13517,3,MRI
37842,SF,SF - Van Ness,HCHG MRI EXTREM LOWER JOINT WO CONTR LT,2296.8,3636.6,73721,323,0,13517,3,MRI
37843,SF,SF - Van Ness,HCHG MRI EXTREM LOWER JOINT WO CONTR RT,2296.8,3636.6,73721,323,0,13517,3,MRI
37847,SF,SF - Van Ness,HCHG MRI EXTREM LOWER JOINT W AND WO CONTR BIL,5169.6,8185.2,73723,323,0,13517,3,MRI
37848,SF,SF - Van Ness,HCHG MRI EXTREM LOWER JOINT W AND WO CONTR LT,3446.4,5456.8,73723,323,0,13517,3,MRI
37849,SF,SF - Van Ness,HCHG MRI EXTREM LOWER JOINT W AND WO CONTR RT,3446.4,5456.8,73723,323,0,13517,3,MRI
37852,SF,SF - Van Ness,HCHG MRI ABDOMEN W AND WO CONTR,4042.8,6401.1,74183,323,0,13517,3,MRI
37871,SF,SF - Van Ness,HCHG MR 3D RENDERING INTERP&POSTPROC DIF WORK STATION,917.4,1452.55,76377,323,0,13517,3,MRI
37877,SF,SF - Van Ness,HCHG MRI BREAST W/O CONTRAST BILAT,2654.4,4202.8,77047,323,0,13517,3,MRI
37884,SF,SF - Van Ness,HCHG CT BRAIN WO CONTR,2123.4,3362.05,70450,323,0,13517,3,PET CT
37885,SF,SF - Van Ness,HCHG CT BRAIN W CONTR,2264.4,3585.3,70460,323,0,13517,3,CT
37886,SF,SF - Van Ness,HCHG CT BRAIN W AND WO CONTR,2441.4,3865.55,70470,323,0,13517,3,CT
37887,SF,SF - Van Ness,HCHG CT ORBIT AND SELLA FOSSA WO CONTR,2253.0,3567.25,70480,323,0,13517,3,CT
37888,SF,SF - Van Ness,HCHG CT ORBIT AND SELLA FOSSA W CONTR,2710.2,4291.15,70481,323,0,13517,3,CT
37889,SF,SF - Van Ness,HCHG CT ORBIT AND SELLA FOSSA W AND WO CONTR,3054.6,4836.45,70482,323,0,13517,3,CT
37890,SF,SF - Van Ness,HCHG CT MAXILLOFACIAL WO CONTR,1886.4,2986.8,70486,323,0,13517,3,CT
37891,SF,SF - Van Ness,HCHG CT MAXILLOFACIAL W CONTR,2452.8,3883.6,70487,323,0,13517,3,CT
