PROC NAME,CPT CODE," MAIN
PRICE "
DTT INACTIVATION OF IGM ANTIBODY,86975, $146.60 
DUAL LUMAN POWER PICC 5FR 135CM,C1751, $430.10 
DUCHENNE/BECKER MD (DMD) SEQUENCE BILL,81408," $1,925.70 "
DUCHENNE/BECKER MD DELDUP,81161, $512.10 
DUCHENNE/BECKER MD DELDUP W/RFLX TO SEQ,81161, $731.50 
DUO-DECA LG CURVE 20 POLE DAIG,C1731," $3,565.00 "
"DUODERM ""CGF"" 4*4 W/BORDER",, $12.40 
DUODERM EXTRA THIN STERILE 4*4,, $8.70 
DUODERM EXTRA THIN STERILE 6*6,, $17.30 
DUODERM HYDROACTIVE GEL 30GM,, $28.90 
DUPLEX SCAN COMPLETE,93975, $807.90 
"DUPLEX SCAN EXTRACRANIAL ARTERIES, COMPLETE BILATERAL",93880, $700.40 
"DUPLEX SCAN OF AORTA, IVC ILIAC VASCL/BPGS COMPLETE",93978, $598.50 
"DUPLEX SCAN OF AORTA, IVC ILIAC VASCL/BPGS LIMITED",93979, $432.60 
"DUPLEX SCAN OF EXTRACRANIAL ARTERIES, UNLATERIAL OR LIMITED STUDY",93882, $412.00 
DUPLEX SCAN PENILE VESSEL COMPLETE,93980, $646.00 
DUP-SCAN AORTA IVC ILIAC VASCL/BPGS UNI/LMTD,93979, $490.00 
DURAGEN  PLUS 1X3IN,," $1,617.70 "
DURAGEN  PLUS 3X3IN,," $3,017.10 "
DURAGEN 1X3 INCH,," $1,598.40 "
DURAGEN 3X3 INCH,," $2,781.70 "
DURAGEN 5X7 INCH,," $6,192.20 "
DURAGEN PLUS 1X1,," $1,091.60 "
DURAGEN PLUS MULTIPACK 1X3IN,," $3,902.30 "
DURAGEN PLUS MULTIPACK 3X3IN,," $6,304.70 "
DURAGEN SUTRUABLE 3X3 IN,," $2,955.30 "
DURASEAL DURA SEALANT SYSTEM,," $2,788.80 "
DX I131 SO IODIDE SOL MILLIC,A9529, $24.80 
E ANTIGEN TYPING - PATIENT,86905, $245.50 
E ANTIGEN TYPING (UNITS),86902, $239.70 
E ANTIGEN TYPING (UNITS),86902, $260.60 
E COLI SHIGA-LIKE TOXIN BY EIA,87427, $89.30 
E PT ANTIGEN TYPING,86905, $163.60 
E PT ANTIGEN TYPING,86905, $64.60 
EA + PREFAB POST-SAME TOOTH,D2957, $98.00 
EACH ADDITIONAL STAGE H/N/HANDS/FEET,17312, $331.70 
EACH ADDITONAL STAGE T/A/L,17314, $346.70 
EAKIN COHESIVE SEAL 2 IN,, $17.10 
EAR MICROSCOPY EXAMINATION,92504, $82.40 
"EARLY-ONSET ALZHEIMER'S PANEL, SEQUENCING",81405, $527.80 
"EARLY-ONSET ALZHEIMER'S PANEL, SEQUENCING",81406, $991.30 
EASILAVAGE TUBES,, $286.90 
"EBV AB TO EARLY (D) AG, IGG",86663, $31.20 
"EBV AB TO VIRAL CAPSID AG, IGA",86665, $65.90 
"EBV AB TO VIRAL CAPSID AG, IGG",86665, $27.70 
"EBV AB TO VIRAL CAPSID AG, IGM",86665, $37.20 
E-CADHERIN BY IHC,88342, $676.80 
ECG 12 LEAD TRACING ONLY,93005, $159.00 
ECG RECORDING >48 HRS,0296T, $237.30 
ECG SIGNAL AVERAGING,93278, $175.50 
ECG STRESS TEST TRACING ONLY,93017, $501.70 
ECG TRACING (COMP OF INTITIAL PREV PHYS EXAM),G0404, $120.80 
ECHELON 60 SEAMGUARD MESH BIOABSORB,, $590.90 
"ECHINOCOCCUS AB, IGG",86682, $82.70 
ECHO (TEE) 2D/M-MODE W/CONTRAST,C8925," $2,048.70 "
ECHO (TEE) CARDIAC CONGENITAL ANOMALIES/PROBE PLACEMENT & INTERP,C8926," $1,409.50 "
ECHO EXAM 2D/M-MODE W/COLOR FLOW,93306," $1,568.00 "
"ECHO EXAM 2D/M-MODE W/COLOR FLOW,W/CONTRAST",C8929," $1,813.90 "
ECHO EXAM 2D/M-MODE W/CONTRAST,C8923, $841.00 
"ECHO EXAM 2D/M-MODE,F/UP OR LIMITED W/CONTRAST",C8924," $1,071.70 "
"ECHO EXAM OF HEART (LTD), FOLLOW UP",93308, $577.90 
ECHO EXAMINATION PROCEDURE,76999, $260.00 
"ECHO STRESS 2D W/WO M-MODE, TTE COMPLETE",93351," $1,760.30 "
"ECHO STRESS 2D W/WO M-MODE, TTE COMPLETE, WITH CONTRAST",C8930," $2,023.60 "
ECHO TRANSESOPHAGEAL 2D,93312," $1,903.00 "
ECHO TRANSTHORACIC COMPLETE-CONGENITAL ANOMALIES,93303," $1,254.40 "
ECHO TRANSTHORACIC CONGENITAL ANOMALIES W/CONTRAST,C8921, $948.00 
ECHO TRANSTHORACIC F/UP-CONGENITAL ANOMALIES,93304, $674.00 
ECHO TRANSTHORACIC F/UP-CONGENITAL ANOMALIES W/CONTRAST,C8922, $543.00 
ECHOCARDIOGRAPHY DOPPLER LIMITED STUDY,93321, $338.90 
ECHOENCEPH HEAD/EYE,76506, $554.90 
ECHOGRAPH TRANSRECTAL PROSTATE VOLUME STUDY,76873, $574.30 
ECHOGRAPHY DURING SURGERY,76998, $683.30 
ECHOGRAPHY UTERUS,76831, $394.40 
ECHOVIRUS ANTIBODIES,86658, $122.10 
ECHOVIRUS ANTIBODIES,86658, $122.10 
ECHOVIRUS ANTIBODIES,86658, $122.10 
ECHOVIRUS ANTIBODIES,86658, $122.10 
ECHOVIRUS ANTIBODIES,86658, $122.10 
ECHOVIRUS ANTIBODY TYPE 11,86658, $55.60 
ECHOVIRUS ANTIBODY TYPE 30,86658, $55.60 
ECHOVIRUS ANTIBODY TYPE 6,86658, $55.60 
ECHOVIRUS ANTIBODY TYPE 7,86658, $55.60 
ECHOVIRUS ANTIBODY TYPE 9,86658, $55.60 
"ECMO/ECLS INSERTION OF PERIPHERAL CANNULA PERQ, 6 YRS AND OLDER",33952," $3,125.00 "
ECOG IMPLANTED BRAIN NPGT W/REC I&R <30 DAYS,95836, $592.30 
ECOLI O157,87147, $114.30 
ECONOMY WRIST SUPPORT LRG LEFT,, $94.40 
ECONOMY WRIST SUPPORT LRG RIGHT,, $94.40 
ECONOMY WRIST SUPPORT REG LEFT,, $91.70 
ECONOMY WRIST SUPPORT REG RIGHT,, $91.70 
ECP ENDOSCOPE ADD ON,66990, $267.60 
ECTROPION REP BLEPHARO,67917," $2,006.50 "
EDGE 180 PROCEDURE KT,," $3,564.40 "
EDGE 90 PROCEDURE KT,," $4,011.40 "
EDTA GLYCINE-ACID TREATED RBC,86880, $218.30 
EDTA GLYCINE-ACID TREATED RBC,86970, $218.30 
EDWARD SWAN CATHETER 7F,, $261.00 
EEG AWAKE AND ASLEEP,95819, $681.50 
EEG AWAKE AND DROWSY,95816, $523.00 
EEG CEREBRAL DEATH EVAL,95824, $503.00 
"EEG CONTINOUS RECORDING SETUP, PT EDUCATION & TAKEDOWN BY EEG TECH",95700, $915.00 
EEG DIGITAL ANALYSIS,95957, $334.43 
EEG EXTENDED 41-60 MIN,95812, $850.00 
EEG EXTENDED MONITORING; 61-119 MINUTES,95813, $937.00 
EEG MON CAROTID SURGERY,95955, $360.50 
EEG SLEEP ONLY,95822, $626.90 
EEG TELE MONITOR EA = OR LESS THAN 12HOURS,95956," $1,853.00 "
EEG TELE MONITOR EA 24 HR,95956," $1,853.00 "
EEG W/O VIDEO BY TECH 12-26 HRS INTERMITTENT MONITORING,95709, $973.00 
EEG W/O VIDEO BY TECH 12-26 HRS UNMONITORED,95708, $365.00 
EEG W/O VIDEO BY TECH 2-12 HRS INTERMITTENT MONITORING,95706, $487.00 
EEG W/O VIDEO BY TECH 2-12 HRS UNMONITORED,95705, $182.00 
EEG W/O VIDEO TECH EA INCREMENT OF 12-26 HRS W CONT REAL TIME MONIT,95710," $1,987.00 "
EEG WITH VIDEO BY TECH 2-12 HRS CONTINUOUS REAL TIME MONITORING,95713," $1,656.00 "
EEG WITH VIDEO BY TECH 2-12 HRS INTERMITTENT MONITORING,95712, $811.00 
EEG WITH VIDEO BY TECH EA INCREMENT OF 12-26 HRS INTERMITTENT MONITORING,95715," $1,621.00 "
EEG WITH VIDEO BY TECH EA INCREMENT OF 12-26 HRS UNMONITORED,95714, $608.00 
EEG WITH VIDEO TECH EA INCREMENT OF 12-26 HRS W CONT REAL TIME MONIT,95716," $3,312.00 "
EGD ABLATE TUMOR POLYP/LESION W/DILATN& WIRE,43270," $2,000.00 "
EGD ENDOSCOPIC STENT PLACEMNT W/WIRE&DILATN,43266," $2,116.30 "
EGD ESOPHAGUS BALLOON DILATION 30 MM/LARGER,43233," $1,541.00 "
EGD FLEX TRANSRL; W/ENDOSCOPIC ULTRASOUD,43259," $1,650.00 "
EGD PARTIAL/COMPL ESOPHAGOGASTRIC FUNDOPLASTY,43210," $4,219.00 "
EGD TRANSORAL ENDOSCOPIC MUCOSAL RESECTION,43254," $1,867.80 "
EGD US GUIDED TRANSMURL INJXN/FIDUCIAL MARKR,43253," $1,500.00 "
"EGD, FLEX TRANSRL; TRANS US NEEDLE ASPIRATN/BX ESOPH",43238," $2,600.00 "
"EGD, FLEX TRANSRL; W/BALLOON DILATION",43249," $1,590.00 "
"EGD, FLEX TRANSRL; W/PLACMNT/PERCUTAN GASTRO TUBE",43246," $2,004.70 "
"EGD, FLEX TRANSRL; W/TUMR REMOVL SNARE TECH",43251," $1,550.00 "
"EGD, FLEX TRANSRL; W/US EXAM, LIMITED TO ESOPHAGUS",43237," $2,400.00 "
"EGD, FLEXI TRANSRL; W/TRANSMURL DRAINGE/PSEUDOCYST",43240," $2,025.00 "
"EGD, FLEXIBLE TRANSORAL AND INJECTION",43243," $1,621.30 "
"EGD, FLEXIBLE TRANSORAL;  W/LIGATION",43244," $1,827.00 "
"EGD, FLEXIBLE TRANSORAL; /GUIDEWIRE",43248," $1,300.00 "
"EGD, FLEXIBLE TRANSORAL; BIOPSY",43239," $1,467.80 "
"EGD, FLEXIBLE TRANSORAL; DIAGNOSTIC",43235," $1,259.50 "
"EGD, FLEXIBLE TRANSORAL; W/BALLOON",43245," $1,498.00 "
"EGD, FLEXIBLE TRANSORAL; W/CNTROL BLEEDING",43255," $1,961.60 "
"EGD, FLEXIBLE TRANSORAL; W/REMOVAL OF FB(S)",43247," $1,718.00 "
"EGD, FLEXIBLE TRANSORAL; W/SUBMUC INJECTION",43236," $1,161.90 "
"EGD, FLEXIBLE TRANSORAL; W/TUBE OR CATHETER",43241," $1,393.00 "
"EGD, FLEXIBLE TRANSORAL; W/US FN BX",43242," $1,600.00 "
EGFR BY FISH,88377, $275.30 
EGFR BY PCR AND FRAGMENT ANALYSIS,88381, $263.90 
EGFR BY PCR AND FRAGMENT ANALYSIS,81235, $445.20 
EGFR SOLID TUMOR MUTATION PANEL BY NGS,88381, $81.50 
EGFR T790M MUTATION IN CFDNA BY DDPCR,81235," $1,053.40 "
EGG BURR 5.5,, $265.40 
EHLERS-DANLOS SYNDROME TYPE VI SCREEN,82523, $321.40 
EHRLICHIA AND ANAPLASMA SPECIES BY PCR,87798, $197.10 
"EHRLICHIA CHAFFEENSIS AB,  IGM",86666, $74.80 
"EHRLICHIA CHAFFEENSIS AB, IGG",86666, $68.70 
"EHRLICHIA CHAFFEENSIS ABS, IGG AND IGM",86666, $71.80 
"EHRLICHIA CHAFFEENSIS ABS, IGG AND IGM",86666, $71.80 
EIF2AK4-ASSOCIATED DISORDERS SEQUENCING,81479, $955.00 
ELBOW 2 VIEWS,73070, $196.10 
ELBOW MIN 3 VIEWS,73080, $333.60 
ELEC ALYS IMPLT BRN NPGT PRGRMG 1ST 15 MIN,95983, $160.50 
ELEC ALYS IMPLT BRN NPGT PRGRMG EA ADDL 15 MIN,95984, $132.30 
ELEC ALYS IMPLT CPLX CN NPGT PRGRMG,95977, $245.00 
ELEC ALYS IMPLT SMPL CN NPGT PRGRMG,95976, $348.50 
ELECTIVE CARDIOVERSION USING ICD,93799, $563.33 
ELECTIVE EXTERNAL CARDIOVERSION,92960," $1,213.10 "
ELECTOCARDIOGRAM TRACIN,93005, $144.10 
ELECTRD VEL NAVX PTCH SURF KT,," $4,882.50 "
ELECTRO HEARING AID TEST BOTH,92595, $94.08 
ELECTROCONVULSIVE THERAPY,90870," $1,483.00 "
ELECTROCONVULSIVE THERAPY,90870," $1,528.60 "
ELECTRODE 3.5MM VAPR HOOK,, $659.40 
ELECTRODE 3MM MICRO TO MACRO,," $1,064.70 "
ELECTRODE 6F TIP 252 SP REPRO,, $429.50 
ELECTRODE 6FR TIP 252 SPACING,," $1,583.40 "
ELECTRODE 6-LEAD STRIP 1X6 IOM,," $1,934.40 "
ELECTRODE 8 CHANNEL DISPOSABLE,," $1,216.80 "
ELECTRODE ADULT MULTIFUNCTION,, $127.50 
ELECTRODE COAG POINTED 27FR,, $451.40 
ELECTRODE COAGULATING BALL,, $326.60 
ELECTRODE CUT LOOP 24F.014 WIRE,, $283.90 
ELECTRODE CUT LOOP 27F.014 WIRE,, $283.90 
ELECTRODE DEFIB/MULTI ADULT,, $98.00 
ELECTRODE DUAL GRID 32-HD 2X8,," $4,216.40 "
ELECTRODE EMBLEM S-ICD,," $11,520.00 "
ELECTRODE FRT LOAD SUPERSECT,," $1,933.80 "
ELECTRODE FULGERATING BUGBEE,, $449.60 
ELECTRODE HF RESECTION 24F 30D,," $1,886.60 "
ELECTRODE HOOKWIRE STIM RETURN,, $427.00 
ELECTRODE MICRO TUNGSTN STRL,, $709.10 
ELECTRODE NUCLEUS PROFILE SLIM,," $68,894.00 "
ELECTRODE ONESTEP CPR ADULT,, $306.00 
ELECTRODE ONESTEP CPR PEDS,, $285.20 
ELECTRODE PACE/DEFIB/MULT W/ZOLL,, $118.20 
ELECTRODE PEDIATRIC MULTI-FUNCTION,, $143.80 
ELECTRODE PRASS PAIRED 18MM,, $516.70 
ELECTRODE QTRAK SUBCUTANEOUS,C1896," $11,520.00 "
ELECTRODE RESECTION BAND,," $1,883.20 "
ELECTRODE RHYTHVIEW REFERENCE,, $975.00 
ELECTRODE RITA DISPERSIVE,, $436.80 
ELECTRODE ROLLER BALL 3MM 24F,, $286.90 
ELECTRODE ROLLER BALL 5MM 24F,, $286.90 
ELECTRODE SEDLINE EEG SET,, $126.00 
ELECTRODE SPNCR DEP 10 CON 5MM,," $1,712.10 "
ELECTRODE SQ EMBLEM S-ICD,," $11,520.00 "
ELECTRODE VAPR 90 PREMIER INTEGR,, $659.40 
ELECTRODE VAPR S 90,, $721.50 
ELECTRODE VAPR TRIPOLAR 90 SUC,, $733.20 
"ELECTRODE, 4 CHANNEL",, $530.10 
"ELECTRODE,4-LEAD",," $1,731.60 "
"ELECTRODE,8-LEAD",," $2,333.10 "
"ELECTRODE,FULGERATING 2FR",, $358.20 
"ELECTRODE,LOOP 24FR",, $306.90 
"ELECTRODE,LOOP,GYN 24F",, $438.20 
"ELECTRODE,PAIRED SUBDERMAL",, $358.50 
ELECTRODS PLYHESVE PT BLU,, $13.40 
ELECTROEJACULATION,55870, $846.00 
ELECTROLYSIS EPILATION EACH 1/2 HR,17380, $111.10 
ELECTROLYTE PANEL,80051, $31.70 
ELECTROLYTE PANEL URINE,82436, $34.60 
ELECTROLYTE PANEL URINE,84133, $34.60 
ELECTROLYTE PANEL URINE,84300, $34.60 
"ELECTROLYTES AND OSMOLALITY PANEL, FEC",83735, $78.30 
"ELECTROLYTES AND OSMOLALITY PANEL, FEC",84302, $78.30 
"ELECTROLYTES AND OSMOLALITY PANEL, FEC",84999, $78.30 
"ELECTROLYTES AND OSMOLALITY PANEL, FEC",84999, $78.30 
"ELECTROLYTES, FECAL",82438, $87.70 
"ELECTROLYTES, FECAL",84302, $87.70 
"ELECTROLYTES, FECAL",84999, $87.70 
ELECTRONIC ANALYSIS OF PROGRAMMABLE INF PUMP,62367, $326.70 
ELECTRONIC ANALYSIS PROGRAMMABLE W/REPROGRAMMING,62368, $459.90 
ELECTRONIC ANALYSIS PROGRAMMABLE W/REPROGRAMMING & REFILL,62370, $594.30 
"ELECTRONIC ANLYS PROGRAMBL, IMPLT PUMP ITHCL/EDRL  W/REPRG&REFILL",62369, $594.30 
ELECTROPHORESIS,84165, $35.00 
"ELECTROPHYS MAP,3D,ADD-ON",93613," $3,388.00 "
ELR,67904," $2,413.30 "
ELUATE,86860, $226.60 
ELUATE,86870, $226.60 
"ELUTION AND ANTIBODY IDENTIFICATION, RBC",86870, $286.60 
"ELUTION AND ANTIBODY IDENTIFICATION, RBC",86860, $286.60 
EMA BY IHC,88342, $229.10 
EMBLZTN COIL 18-1-3-HILAL,, $127.90 
EMBOL PARTICLES 100,, $259.80 
EMBOL PARTICLES 200,, $259.80 
EMBOL PARTICLES 300,, $259.80 
EMBOL PARTICLES 500,, $259.80 
EMBOLIZATION INTRACRANIAL/SPINAL,61624," $2,249.60 "
EMBOLIZATION S&I,75894," $3,013.60 "
EMBOLIZER GELATIN 2.5MMX100MG,, $202.50 
EMBOLIZER GELATIN 5MMX100MG,, $205.50 
EMBOSPHERE MICROSPHERES 100-300,," $1,014.00 "
EMERGENCY AIRWAY KIT,, $78.20 
EMERGENCY CRASH KIT,, $981.60 
EMERGENCY CRASH KIT,, $981.60 
EMERGENCY DEPT VISIT 1,99281, $341.60 
EMERGENCY DEPT VISIT 2,99282, $540.80 
EMERGENCY DEPT VISIT 3,99283," $1,114.10 "
EMERGENCY DEPT VISIT 4,99284," $1,958.20 "
EMERGENCY DEPT VISIT 5,99285," $2,825.80 "
EMERGENCY SURGERY CART,, $174.50 
"EMG ANAL/URETHRAL SPHINCTER, OTHER THAN NEEDLE",51784, $263.70 
EMG BILAT HEAD OR NECK,95868, $343.00 
EMG CRANIAL W/NERVE CONDUCTION,95887, $227.00 
EMG E-STIM GUIDANCE FOR CHEMODENERVATION,95873, $148.10 
EMG FOUR LIMBS,95864, $482.80 
EMG FULL EXTREM W/NERVE CONDUCTION,95886, $257.50 
EMG HEMIDIAPHRAGM,95866, $227.70 
EMG LARYNX DIAGNOSTIC,95865, $208.00 
EMG LIMITED W/WOUT PARASPINAL W/NERVE CONDUCTION,95885, $236.90 
"EMG NEELDE ANAL/URETHRAL SPHINCTER, ANY TECHNI",51785, $349.00 
EMG ONE FIBER,95872, $143.00 
EMG ONE LIMB,95860, $277.00 
EMG OTHER NERVES LIMITED,95870, $176.00 
EMG THORACIC PARASPINAL,95869, $145.00 
EMG TWO LIMBS,95861, $370.00 
EMG UNILAT CRANIAL NERVE,95867, $201.00 
ENAMEL MICROABRASION,D9970, $30.90 
ENCEPHALITIS CSF,86789, $137.60 
ENCEPHALITIS CSF,86788, $137.60 
ENCEPHALITIS CSF,86694, $137.60 
ENCEPHALITIS CSF,86694, $137.60 
ENCEPHALITIS CSF,86765, $137.60 
ENCEPHALITIS CSF,86765, $137.60 
ENCEPHALITIS CSF,86735, $137.60 
ENCEPHALITIS CSF,86735, $137.60 
ENCEPHALITIS CSF,86787, $137.60 
ENCEPHALITIS CSF,86787, $137.60 
ENCEPHALITIS SERUM,86787, $46.90 
ENCEPHALITIS SERUM,86789, $46.90 
ENCEPHALITIS SERUM,86788, $46.90 
ENCEPHALITIS SERUM,86694, $46.90 
ENCEPHALITIS SERUM,86765, $46.90 
ENCEPHALITIS SERUM,86735, $46.90 
ENCEPHALITIS SERUM,86694, $46.90 
ENCEPHALITIS SERUM,86787, $46.90 
ENCEPHALITIS SERUM,86735, $46.90 
ENCEPHALITIS SERUM,86765, $46.90 
ENCU/EXC EXT HEMORRHOID,46320," $1,489.00 "
END CAP 12X5MM EXT EX FEM NAIL,, $531.40 
END CAP OMM OFFSET,, $681.00 
END CAP T40 TIB NAIL-EX 004.000,, $531.40 
END CAP T40 TIB NAIL-EX 004.008,, $531.40 
END CAP TI 10MM TIB NAIL-EX,, $684.00 
END CAP TI 10MM TIB NAIL-EX,, $684.00 
END CAP TI 15MM TIB NAIL-EX,, $684.00 
END CAP TI 15MM TIB NAIL-EX,, $684.00 
END CAP TI 5MM TIB NAIL-EX,, $684.00 
END CAP TI 5MM TIB NAIL-EX,, $684.00 
END CAP TI CAN FEM NL EX SYS,, $531.40 
END CAP TIB NAIL-EX 04.003.000,, $531.40 
"END CAP,GREEN,TI",, $532.90 
END RING 2.5 DEGREE 15MM,, $364.60 
END RING O DEGREE 10MM,, $364.70 
END RING O DEGREE 12MM,, $364.70 
END RING O DEGREE 15MM,, $364.70 
ENDO BIPOLAR FORCEP MICRO JAW,, $305.70 
ENDO BUTTON,, $583.50 
ENDO CATCH 10MM,, $294.80 
ENDO CATCH 15MM,, $415.10 
ENDO CLIP APPLIER 10MM,, $439.60 
ENDO CLIP OTSC SYSTEM ST 11/6T,," $1,708.20 "
ENDO CLIP OTSC SYSTEM ST 12/6GC,," $1,943.70 "
ENDO CLIP OTSC SYSTEM ST 12/6T,," $1,828.20 "
ENDO CLIP OTSC SYSTEM ST 14/6T,," $2,013.00 "
ENDO CLOSE TROCAR CLOSURE DEVICE,, $104.20 
ENDO DISSECTOR 10MM BLUNT CHRY,, $71.20 
ENDO DISSECTOR 5MM BLUNT TIP,, $29.40 
ENDO II MOD ENDO HEAD SZ 42,, $589.40 
ENDO II MOD ENDO HEAD SZ 43,, $589.50 
ENDO II MOD ENDO HEAD SZ 44,, $589.50 
ENDO II MOD ENDO HEAD SZ 45,, $589.40 
ENDO II MOD ENDO HEAD SZ 46,, $589.50 
ENDO II MOD ENDO HEAD SZ 47,, $589.50 
ENDO II MOD ENDO HEAD SZ 48,, $589.50 
ENDO II MOD ENDO HEAD SZ 49,, $589.50 
ENDO II MOD ENDO HEAD SZ 50,, $589.50 
ENDO II MOD ENDO HEAD SZ 51,, $589.50 
ENDO II MOD ENDO HEAD SZ 52,, $589.40 
ENDO II MOD ENDO HEAD SZ 53,, $589.50 
ENDO II MOD ENDO HEAD SZ 54,, $589.50 
ENDO II MOD ENDO HEAD SZ 55,, $589.50 
ENDO II TAPER INSERT +3,, $156.60 
ENDO II TAPER INSERT +6,, $156.60 
ENDO II TAPER INSERT -3,, $156.60 
ENDO II TAPER INSERT -6,, $156.60 
ENDO II TAPER INSERT STD,, $156.60 
ENDO ILLUMINATOR CHANDELIER 25 GA.,," $1,089.90 "
ENDO ILLUMINATOR END IRRIG. 20 GA.,, $396.00 
ENDO ILLUMINATOR STRAIGHT 25 GA.,, $401.70 
ENDO ILLUMINATOR WIDE ANGLE 20 GA. BULLET,, $717.60 
ENDO ILLUMINATOR WIDE ANGLE 23 GA. BULLET,, $450.00 
ENDO ILLUMINATOR WIDE ANGLE 25 GA. BULLET,, $544.90 
ENDO INTRACRNL RX AGENT ARTERIAL/CATH PLCMT ANGIO/GUID EA ADDL VASC,61651," $2,633.80 "
"ENDO INTRACRNL RX AGENT, ARTERIAL/CATH PLCMT, ANGIO/GUID, INTL VASC",61650," $3,239.40 "
ENDO KITTNER,, $57.90 
ENDO LASER PROBE (LUMENIS) ILLUM CRV 23 GA,, $475.80 
ENDO LASER PROBE (LUMENIS) ILLUM CRV 25 GA,, $409.50 
ENDO LASER PROBE (LUMENIS) ILLUM STRAIGHT 25 GA,, $475.80 
ENDO LASER PROBE (LUMENIS) STRAIGHT 23 GA,, $409.50 
ENDO LASER PROBE ILLUM FLX CRV 23 GA,, $682.50 
ENDO LASER PROBE ILLUM FLX CRV 25 GA,, $703.00 
ENDO LASER PROBE STRAIGHT 23 GA,, $569.40 
ENDO LASER PROBE STRAIGHT 25 GA,, $558.40 
ENDO LASER PROBE STRAIGHT 25 GA (OLD PROBE - FOR MAIN O.R),, $522.30 
ENDO LINEAR CUTTER WHITE 35MM,, $815.20 
ENDO LINEAR CUTTER WHITE RLD,, $414.20 
ENDO MANIPULATOR UTERINE LARGE,, $270.00 
ENDO OPTIVIEW,, $295.60 
ENDO OTO PROBE,, $257.60 
ENDO RATCHETED GRASPER 5MM,, $315.30 
ENDO RETRACTOR MAXI,, $300.40 
ENDO SM INT W/BX SINGLE OR MULTIPLE,44382, $926.00 
"ENDO SM INT, BX SINGLE OR MULTIPLE",44377," $1,477.00 "
ENDO SM INTESTINE W/CONTROL BLEEDING,44378," $1,860.00 "
ENDO SM INTESTINE W/ULTRASOUND EXAM,45391," $1,476.00 "
ENDO SM INTESTINE/ENTEROSCOPY W/WO SPEC COLLECTN,44376," $1,700.00 "
ENDO STITCH LOADING UNIT,, $90.60 
ENDO STITCH SUTURING DEVICE,, $448.30 
"ENDO STITCH,POLYSORB SIZE 4-0",, $94.10 
ENDO TROCAR 15 THORACIC,, $201.60 
"ENDO, KIT, THORACIC",, $937.30 
"ENDO,CLIP APPLIER 5MM",, $541.20 
"ENDO,LINEAR CUTTER,45B RLD W",," $1,668.60 "
"ENDO,MANIPULATOR,UTERINE,SM",, $247.50 
"ENDO,MESH,PROLENE,6*6",, $126.70 
"ENDO,RETRACT,II",, $446.80 
"ENDO,SPECIMEN POUCH,4*6",, $280.70 
"ENDO,VERESS NEEDLE,150MM",, $87.20 
ENDOBUTTON 15MM W/CONT LP,, $925.80 
"ENDOBUTTON,20MM W/CONTIN.LOOP",, $925.80 
"ENDOBUTTON,25MM W/CONTIN.LOOP",, $925.80 
"ENDOBUTTON,30MM W/CONTIN.LOOP",, $925.80 
"ENDOCERVICAL CURETTAGE, (NOT PART OF D&C)",57505, $620.90 
ENDODIATHENNY CAUTERY TIP,, $128.10 
ENDODONTIC THERAPY-ANTERIOR,D3310, $532.00 
ENDODONTIC THERAPY-BICUSPID,D3320, $640.00 
ENDODONTIC THERAPY-MOLAR,D3330, $818.00 
ENDOGRAFT MAIN BODY EXTENSION ESBE2839,," $5,327.60 "
ENDOGRAFT THORACIC 28X28X100,," $45,206.70 "
ENDOGRAFT THORACIC 32X32X100,," $45,206.70 "
ENDOLMNL BX BILIARY TREE PRQ ANY METHD IMAG GUID S&I SNGL/ MULT,47543," $4,885.50 "
ENDOLUMINAL BIOPSY OF URETER/RENAL PELVIS NON-ENDOSCOPIC,50606," $1,829.30 "
"ENDOMET BX, WITH OR W/O CERV BX, W/O CERV DILAT",58100, $209.00 
ENDOMYOCARDIAL BIOPSY / TECH,93505," $2,058.00 "
"ENDOMYSIAL ANTIBODY, IGA TITER",86256, $58.00 
"ENDOMYSIAL ANTIBODY, IGG",86256, $76.90 
ENDOPATH PROBE PISTOL GRP,, $641.20 
ENDOPATH PROBE PLUS II HANDLE,, $653.90 
ENDOPATH PROBE PLUS II SHAFT,, $394.60 
ENDOPROTHESIS 11MMX10CMX120CM W/HEPARIN VIABAHN,C1874," $10,261.50 "
ENDOPROTHESIS 7MMX10CMX120CM W/HEPARIN VIABAHN,C1874," $10,281.60 "
ENDOPROTHESIS 8MMX10CMX120CM W/HEPARIN VIABAHN,C1874," $10,281.60 "
ENDOSC BILIARY DILATION W STENT,47556," $1,863.70 "
ENDOSC BILIARY DILATION WO STENT,47555," $1,624.40 "
ENDOSCOPIC CANNULATN/PAPILLA W/VISUAL OF DUCTS (ADD ON CODE),43273," $1,119.00 "
ENDOSCOPIC CATH OF THE PANCREATIC DUCTAL SYS SI,74329, $689.00 
ENDOSCOPIC INJ OF IMPLANT MATERIAL,51715," $2,695.50 "
ENDOSCOPY BILE DUCT/PANCREAS DIAGNOSTIC,43260," $3,100.00 "
ENDOSCOPY BILE DUCT/PANCREAS W/BIOPSY,43261," $2,737.00 "
ENDOSCOPY BILE DUCT/PANCREAS W/SPHINCTER PAPILLO,43262," $2,900.00 "
"ENDOSCOPY LLEOSCOPY THROUGH STOMA, INCLUDING COLLECTION OF SPECIMEN(S)",44380, $975.00 
"ENDOSCOPY NASAL/SINUS, SURGICAL; WITH BX/DEBR",31237," $1,798.80 "
"ENDOSCOPY OF SM INTESTINES POUCH, INCLUDING COLLECTION OF SPECIMEN(S)",44385, $946.00 
